Original_ID,Allele,Strong Binder,Weak Binder,None,binder_type,is_top_freq_allele
BCMA_l59_int_0480,HLA-A3301,0,3,48,de novo,False
BCMA_l59_int_0480,HLA-A6601,1,5,45,de novo,False
BCMA_l59_int_0480,HLA-A6801,0,2,49,de novo,False
BCMA_l59_int_0480,HLA-A6802,0,0,51,de novo,False
BCMA_l59_int_0480,HLA-A6823,0,2,49,de novo,False
BCMA_l59_int_0480,HLA-A6901,0,0,51,de novo,False
BCMA_l59_int_0480,HLA-A8001,2,1,48,de novo,False
BCMA_l59_int_0480,HLA-B0702,0,1,50,de novo,True
BCMA_l59_int_0480,HLA-B0801,1,2,48,de novo,False
BCMA_l59_int_0480,HLA-B0802,4,7,40,de novo,False
BCMA_l59_int_0480,HLA-B0803,2,5,44,de novo,False
BCMA_l59_int_0480,HLA-B1402,2,4,45,de novo,False
BCMA_l59_int_0480,HLA-B1501,0,2,49,de novo,False
BCMA_l59_int_0480,HLA-B1502,1,1,49,de novo,False
BCMA_l59_int_0480,HLA-B1503,0,4,47,de novo,False
BCMA_l59_int_0480,HLA-B1509,1,2,48,de novo,False
BCMA_l59_int_0480,HLA-B1517,0,0,51,de novo,False
BCMA_l59_int_0480,HLA-B1801,0,1,50,de novo,False
BCMA_l59_int_0480,HLA-B2705,0,2,49,de novo,False
BCMA_l59_int_0480,HLA-B2720,1,4,46,de novo,False
BCMA_l59_int_0480,HLA-B3501,0,1,50,de novo,False
BCMA_l59_int_0480,HLA-B3503,0,3,48,de novo,False
BCMA_l59_int_0480,HLA-B3801,0,0,51,de novo,False
BCMA_l59_int_0480,HLA-B3901,0,1,50,de novo,False
BCMA_l59_int_0480,HLA-B4001,0,1,50,de novo,False
BCMA_l59_int_0480,HLA-B4002,0,0,51,de novo,False
BCMA_l59_int_0480,HLA-B4013,2,0,49,de novo,False
BCMA_l59_int_0480,HLA-B4201,0,2,49,de novo,False
BCMA_l59_int_0480,HLA-B4402,0,0,51,de novo,False
BCMA_l59_int_0480,HLA-B4403,0,0,51,de novo,False
BCMA_l59_int_0480,HLA-B4501,0,0,51,de novo,False
BCMA_l59_int_0480,HLA-B4601,0,1,50,de novo,False
BCMA_l59_int_0480,HLA-B4801,1,2,48,de novo,False
BCMA_l59_int_0480,HLA-B5101,0,0,51,de novo,False
BCMA_l59_int_0480,HLA-B5301,0,1,50,de novo,False
BCMA_l59_int_0480,HLA-B5401,1,0,50,de novo,False
BCMA_l59_int_0480,HLA-B5701,0,0,51,de novo,False
BCMA_l59_int_0480,HLA-B5801,0,0,51,de novo,False
BCMA_l59_int_0480,HLA-B5802,0,1,50,de novo,False
BCMA_l59_int_0480,HLA-B7301,1,3,47,de novo,False
BCMA_l59_int_0480,HLA-B8301,0,5,46,de novo,False
BCMA_l59_int_0480,HLA-C0303,0,0,51,de novo,False
BCMA_l59_int_0480,HLA-C0401,2,4,45,de novo,False
BCMA_l59_int_0480,HLA-C0501,0,2,49,de novo,False
BCMA_l59_int_0480,HLA-C0602,2,5,44,de novo,False
BCMA_l59_int_0480,HLA-C0701,2,6,43,de novo,True
BCMA_l59_int_0480,HLA-C0702,3,5,43,de novo,False
BCMA_l59_int_0480,HLA-C0802,0,1,50,de novo,False
BCMA_l59_int_0480,HLA-C1203,0,3,48,de novo,False
BCMA_l59_int_0480,HLA-C1402,2,3,46,de novo,False
BCMA_l59_int_0480,HLA-C1502,0,2,49,de novo,False
BCMA_l59_int_0544,HLA-A0101,1,0,50,de novo,True
BCMA_l59_int_0544,HLA-A0201,0,0,51,de novo,True
BCMA_l59_int_0544,HLA-A0202,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-A0203,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-A0205,0,1,50,de novo,False
BCMA_l59_int_0544,HLA-A0206,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-A0207,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-A0211,0,1,50,de novo,False
BCMA_l59_int_0544,HLA-A0212,0,1,50,de novo,False
BCMA_l59_int_0544,HLA-A0216,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-A0217,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-A0219,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-A0250,0,1,50,de novo,False
BCMA_l59_int_0544,HLA-A0301,0,0,51,de novo,True
BCMA_l59_int_0544,HLA-A1101,0,1,50,de novo,False
BCMA_l59_int_0544,HLA-A2301,0,2,49,de novo,False
BCMA_l59_int_0544,HLA-A2402,0,2,49,de novo,False
BCMA_l59_int_0544,HLA-A2403,1,1,49,de novo,False
BCMA_l59_int_0544,HLA-A2501,1,2,48,de novo,False
BCMA_l59_int_0544,HLA-A2601,0,1,50,de novo,False
BCMA_l59_int_0544,HLA-A2602,1,1,49,de novo,False
BCMA_l59_int_0544,HLA-A2603,1,0,50,de novo,False
BCMA_l59_int_0544,HLA-A2902,0,2,49,de novo,False
BCMA_l59_int_0544,HLA-A3001,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-A3002,0,2,49,de novo,False
BCMA_l59_int_0544,HLA-A3101,0,1,50,de novo,False
BCMA_l59_int_0544,HLA-A3201,0,2,49,de novo,False
BCMA_l59_int_0544,HLA-A3207,0,2,49,de novo,False
BCMA_l59_int_0544,HLA-A3215,0,2,49,de novo,False
BCMA_l59_int_0544,HLA-A3301,1,1,49,de novo,False
BCMA_l59_int_0544,HLA-A6601,0,7,44,de novo,False
BCMA_l59_int_0544,HLA-A6801,0,1,50,de novo,False
BCMA_l59_int_0544,HLA-A6802,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-A6823,0,4,47,de novo,False
BCMA_l59_int_0544,HLA-A6901,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-A8001,0,4,47,de novo,False
BCMA_l59_int_0544,HLA-B0702,0,1,50,de novo,True
BCMA_l59_int_0544,HLA-B0801,0,1,50,de novo,False
BCMA_l59_int_0544,HLA-B0802,2,6,43,de novo,False
BCMA_l59_int_0544,HLA-B0803,0,5,46,de novo,False
BCMA_l59_int_0544,HLA-B1402,0,3,48,de novo,False
BCMA_l59_int_0544,HLA-B1501,0,1,50,de novo,False
BCMA_l59_int_0544,HLA-B1502,0,2,49,de novo,False
BCMA_l59_int_0544,HLA-B1503,1,3,47,de novo,False
BCMA_l59_int_0544,HLA-B1509,0,1,50,de novo,False
BCMA_l59_int_0544,HLA-B1517,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-B1801,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-B2705,0,2,49,de novo,False
BCMA_l59_int_0544,HLA-B2720,0,4,47,de novo,False
BCMA_l59_int_0544,HLA-B3501,1,0,50,de novo,False
BCMA_l59_int_0544,HLA-B3503,0,3,48,de novo,False
BCMA_l59_int_0544,HLA-B3801,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-B3901,0,1,50,de novo,False
BCMA_l59_int_0544,HLA-B4001,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-B4002,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-B4013,1,2,48,de novo,False
BCMA_l59_int_0544,HLA-B4201,0,2,49,de novo,False
BCMA_l59_int_0544,HLA-B4402,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-B4403,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-B4501,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-B4601,0,1,50,de novo,False
BCMA_l59_int_0544,HLA-B4801,0,2,49,de novo,False
BCMA_l59_int_0544,HLA-B5101,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-B5301,0,1,50,de novo,False
BCMA_l59_int_0544,HLA-B5401,1,0,50,de novo,False
BCMA_l59_int_0544,HLA-B5701,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-B5801,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-B5802,0,1,50,de novo,False
BCMA_l59_int_0544,HLA-B7301,1,2,48,de novo,False
BCMA_l59_int_0544,HLA-B8301,1,2,48,de novo,False
BCMA_l59_int_0544,HLA-C0303,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-C0401,0,3,48,de novo,False
BCMA_l59_int_0544,HLA-C0501,0,1,50,de novo,False
BCMA_l59_int_0544,HLA-C0602,2,3,46,de novo,False
BCMA_l59_int_0544,HLA-C0701,2,4,45,de novo,True
BCMA_l59_int_0544,HLA-C0702,2,4,45,de novo,False
BCMA_l59_int_0544,HLA-C0802,0,0,51,de novo,False
BCMA_l59_int_0544,HLA-C1203,0,3,48,de novo,False
BCMA_l59_int_0544,HLA-C1402,1,3,47,de novo,False
BCMA_l59_int_0544,HLA-C1502,0,1,50,de novo,False
BCMA_l59_int_0656,HLA-A0101,0,1,50,de novo,True
BCMA_l59_int_0656,HLA-A0201,0,1,50,de novo,True
BCMA_l59_int_0656,HLA-A0202,1,1,49,de novo,False
BCMA_l59_int_0656,HLA-A0203,0,1,50,de novo,False
BCMA_l59_int_0656,HLA-A0205,1,0,50,de novo,False
BCMA_l59_int_0656,HLA-A0206,1,0,50,de novo,False
BCMA_l59_int_0656,HLA-A0207,0,1,50,de novo,False
BCMA_l59_int_0656,HLA-A0211,1,3,47,de novo,False
BCMA_l59_int_0656,HLA-A0212,1,1,49,de novo,False
BCMA_l59_int_0656,HLA-A0216,1,1,49,de novo,False
BCMA_l59_int_0656,HLA-A0217,0,1,50,de novo,False
BCMA_l59_int_0656,HLA-A0219,0,2,49,de novo,False
BCMA_l59_int_0656,HLA-A0250,1,2,48,de novo,False
BCMA_l59_int_0656,HLA-A0301,0,1,50,de novo,True
BCMA_l59_int_0656,HLA-A1101,0,1,50,de novo,False
BCMA_l59_int_0656,HLA-A2301,1,1,49,de novo,False
BCMA_l59_int_0656,HLA-A2402,1,1,49,de novo,False
BCMA_l59_int_0656,HLA-A2403,1,1,49,de novo,False
BCMA_l59_int_0656,HLA-A2501,1,3,47,de novo,False
BCMA_l59_int_0656,HLA-A2601,0,2,49,de novo,False
BCMA_l59_int_0656,HLA-A2602,1,3,47,de novo,False
BCMA_l59_int_0656,HLA-A2603,0,2,49,de novo,False
BCMA_l59_int_0656,HLA-A2902,0,1,50,de novo,False
BCMA_l59_int_0656,HLA-A3001,1,4,46,de novo,False
BCMA_l59_int_0656,HLA-A3002,0,1,50,de novo,False
BCMA_l59_int_0656,HLA-A3101,0,1,50,de novo,False
BCMA_l59_int_0656,HLA-A3201,0,2,49,de novo,False
BCMA_l59_int_0656,HLA-A3207,1,3,47,de novo,False
BCMA_l59_int_0656,HLA-A3215,0,5,46,de novo,False
BCMA_l59_int_0656,HLA-A3301,1,1,49,de novo,False
BCMA_l59_int_0656,HLA-A6601,1,5,45,de novo,False
BCMA_l59_int_0656,HLA-A6801,0,4,47,de novo,False
BCMA_l59_int_0656,HLA-A6802,0,1,50,de novo,False
BCMA_l59_int_0656,HLA-A6823,0,3,48,de novo,False
BCMA_l59_int_0656,HLA-A6901,0,2,49,de novo,False
BCMA_l59_int_0656,HLA-A8001,0,2,49,de novo,False
BCMA_l59_int_0656,HLA-B0702,0,1,50,de novo,True
BCMA_l59_int_0656,HLA-B0801,0,2,49,de novo,False
BCMA_l59_int_0656,HLA-B0802,2,11,38,de novo,False
BCMA_l59_int_0656,HLA-B0803,2,4,45,de novo,False
BCMA_l59_int_0656,HLA-B1402,1,2,48,de novo,False
BCMA_l59_int_0656,HLA-B1501,0,0,51,de novo,False
BCMA_l59_int_0656,HLA-B1502,0,2,49,de novo,False
BCMA_l59_int_0656,HLA-B1503,1,3,47,de novo,False
BCMA_l59_int_0656,HLA-B1509,0,2,49,de novo,False
BCMA_l59_int_0656,HLA-B1517,0,1,50,de novo,False
BCMA_l59_int_0656,HLA-B1801,0,2,49,de novo,False
BCMA_l59_int_0656,HLA-B2705,0,0,51,de novo,False
BCMA_l59_int_0656,HLA-B2720,1,3,47,de novo,False
BCMA_l59_int_0656,HLA-B3501,1,0,50,de novo,False
BCMA_l59_int_0656,HLA-B3503,0,3,48,de novo,False
BCMA_l59_int_0656,HLA-B3801,0,1,50,de novo,False
BCMA_l59_int_0656,HLA-B3901,0,1,50,de novo,False
BCMA_l59_int_0656,HLA-B4001,0,1,50,de novo,False
BCMA_l59_int_0656,HLA-B4002,0,0,51,de novo,False
BCMA_l59_int_0656,HLA-B4013,2,0,49,de novo,False
BCMA_l59_int_0656,HLA-B4201,0,3,48,de novo,False
BCMA_l59_int_0656,HLA-B4402,0,0,51,de novo,False
BCMA_l59_int_0656,HLA-B4403,0,0,51,de novo,False
BCMA_l59_int_0656,HLA-B4501,0,0,51,de novo,False
BCMA_l59_int_0656,HLA-B4601,1,1,49,de novo,False
BCMA_l59_int_0656,HLA-B4801,1,1,49,de novo,False
BCMA_l59_int_0656,HLA-B5101,0,0,51,de novo,False
BCMA_l59_int_0656,HLA-B5301,0,2,49,de novo,False
BCMA_l59_int_0656,HLA-B5401,1,0,50,de novo,False
BCMA_l59_int_0656,HLA-B5701,0,0,51,de novo,False
BCMA_l59_int_0656,HLA-B5801,0,0,51,de novo,False
BCMA_l59_int_0656,HLA-B5802,0,2,49,de novo,False
BCMA_l59_int_0656,HLA-B7301,1,1,49,de novo,False
BCMA_l59_int_0656,HLA-B8301,1,4,46,de novo,False
BCMA_l59_int_0656,HLA-C0303,0,2,49,de novo,False
BCMA_l59_int_0656,HLA-C0401,2,3,46,de novo,False
BCMA_l59_int_0656,HLA-C0501,0,3,48,de novo,False
BCMA_l59_int_0656,HLA-C0602,4,3,44,de novo,False
BCMA_l59_int_0656,HLA-C0701,4,1,46,de novo,True
BCMA_l59_int_0656,HLA-C0702,3,3,45,de novo,False
BCMA_l59_int_0656,HLA-C0802,1,0,50,de novo,False
BCMA_l59_int_0656,HLA-C1203,1,2,48,de novo,False
BCMA_l59_int_0656,HLA-C1402,1,3,47,de novo,False
BCMA_l59_int_0656,HLA-C1502,1,1,49,de novo,False
BCMA_l59_int_0893,HLA-A0101,0,1,50,de novo,True
BCMA_l59_int_0893,HLA-A0201,0,2,49,de novo,True
BCMA_l59_int_0893,HLA-A0202,1,1,49,de novo,False
BCMA_l59_int_0893,HLA-A0203,0,1,50,de novo,False
BCMA_l59_int_0893,HLA-A0205,1,0,50,de novo,False
BCMA_l59_int_0893,HLA-A0206,0,0,51,de novo,False
BCMA_l59_int_0893,HLA-A0207,1,0,50,de novo,False
BCMA_l59_int_0893,HLA-A0211,1,2,48,de novo,False
BCMA_l59_int_0893,HLA-A0212,0,3,48,de novo,False
BCMA_l59_int_0893,HLA-A0216,1,1,49,de novo,False
BCMA_l59_int_0893,HLA-A0217,0,1,50,de novo,False
BCMA_l59_int_0893,HLA-A0219,0,2,49,de novo,False
BCMA_l59_int_0893,HLA-A0250,1,2,48,de novo,False
BCMA_l59_int_0893,HLA-A0301,0,0,51,de novo,True
BCMA_l59_int_0893,HLA-A1101,0,1,50,de novo,False
BCMA_l59_int_0893,HLA-A2301,0,2,49,de novo,False
BCMA_l59_int_0893,HLA-A2402,1,1,49,de novo,False
BCMA_l59_int_0893,HLA-A2403,1,1,49,de novo,False
BCMA_l59_int_0893,HLA-A2501,2,1,48,de novo,False
BCMA_l59_int_0893,HLA-A2601,0,1,50,de novo,False
BCMA_l59_int_0893,HLA-A2602,1,2,48,de novo,False
BCMA_l59_int_0893,HLA-A2603,0,1,50,de novo,False
BCMA_l59_int_0893,HLA-A2902,0,2,49,de novo,False
BCMA_l59_int_0893,HLA-A3001,1,2,48,de novo,False
BCMA_l59_int_0893,HLA-A3002,0,1,50,de novo,False
BCMA_l59_int_0893,HLA-A3101,0,0,51,de novo,False
BCMA_l59_int_0893,HLA-A3201,0,2,49,de novo,False
BCMA_l59_int_0893,HLA-A3207,1,2,48,de novo,False
BCMA_l59_int_0893,HLA-A3215,0,2,49,de novo,False
BCMA_l59_int_0893,HLA-A3301,0,2,49,de novo,False
BCMA_l59_int_0893,HLA-A6601,1,4,46,de novo,False
BCMA_l59_int_0893,HLA-A6801,0,2,49,de novo,False
BCMA_l59_int_0893,HLA-A6802,0,0,51,de novo,False
BCMA_l59_int_0893,HLA-A6823,0,1,50,de novo,False
BCMA_l59_int_0893,HLA-A6901,0,0,51,de novo,False
BCMA_l59_int_0893,HLA-A8001,1,1,49,de novo,False
BCMA_l59_int_0893,HLA-B0702,0,1,50,de novo,True
BCMA_l59_int_0893,HLA-B0801,1,1,49,de novo,False
BCMA_l59_int_0893,HLA-B0802,2,8,41,de novo,False
BCMA_l59_int_0893,HLA-B0803,1,4,46,de novo,False
BCMA_l59_int_0893,HLA-B1402,2,2,47,de novo,False
BCMA_l59_int_0893,HLA-B1501,0,1,50,de novo,False
BCMA_l59_int_0893,HLA-B1502,0,1,50,de novo,False
BCMA_l59_int_0893,HLA-B1503,0,4,47,de novo,False
BCMA_l59_int_0893,HLA-B1509,0,1,50,de novo,False
BCMA_l59_int_0893,HLA-B1517,0,0,51,de novo,False
BCMA_l59_int_0893,HLA-B1801,0,0,51,de novo,False
BCMA_l59_int_0893,HLA-B2705,0,2,49,de novo,False
BCMA_l59_int_0893,HLA-B2720,1,3,47,de novo,False
BCMA_l59_int_0893,HLA-B3501,1,0,50,de novo,False
BCMA_l59_int_0893,HLA-B3503,0,3,48,de novo,False
BCMA_l59_int_0893,HLA-B3801,0,0,51,de novo,False
BCMA_l59_int_0893,HLA-B3901,0,0,51,de novo,False
BCMA_l59_int_0893,HLA-B4001,0,0,51,de novo,False
BCMA_l59_int_0893,HLA-B4002,0,0,51,de novo,False
BCMA_l59_int_0893,HLA-B4013,1,1,49,de novo,False
BCMA_l59_int_0893,HLA-B4201,0,3,48,de novo,False
BCMA_l59_int_0893,HLA-B4402,0,0,51,de novo,False
BCMA_l59_int_0893,HLA-B4403,0,0,51,de novo,False
BCMA_l59_int_0893,HLA-B4501,0,0,51,de novo,False
BCMA_l59_int_0893,HLA-B4601,0,1,50,de novo,False
BCMA_l59_int_0893,HLA-B4801,0,3,48,de novo,False
BCMA_l59_int_0893,HLA-B5101,0,0,51,de novo,False
BCMA_l59_int_0893,HLA-B5301,0,1,50,de novo,False
BCMA_l59_int_0893,HLA-B5401,1,0,50,de novo,False
BCMA_l59_int_0893,HLA-B5701,0,0,51,de novo,False
BCMA_l59_int_0893,HLA-B5801,0,0,51,de novo,False
BCMA_l59_int_0893,HLA-B5802,0,1,50,de novo,False
BCMA_l59_int_0893,HLA-B7301,1,2,48,de novo,False
BCMA_l59_int_0893,HLA-B8301,0,5,46,de novo,False
BCMA_l59_int_0893,HLA-C0303,0,0,51,de novo,False
BCMA_l59_int_0893,HLA-C0401,2,2,47,de novo,False
BCMA_l59_int_0893,HLA-C0501,0,0,51,de novo,False
BCMA_l59_int_0893,HLA-C0602,1,3,47,de novo,False
BCMA_l59_int_0893,HLA-C0701,1,5,45,de novo,True
BCMA_l59_int_0893,HLA-C0702,2,4,45,de novo,False
BCMA_l59_int_0893,HLA-C0802,0,1,50,de novo,False
BCMA_l59_int_0893,HLA-C1203,0,2,49,de novo,False
BCMA_l59_int_0893,HLA-C1402,1,1,49,de novo,False
BCMA_l59_int_0893,HLA-C1502,0,1,50,de novo,False
BCMA_l59_int_1038,HLA-A0101,1,0,50,de novo,True
BCMA_l59_int_1038,HLA-A0201,0,0,51,de novo,True
BCMA_l59_int_1038,HLA-A0202,0,0,51,de novo,False
BCMA_l59_int_1038,HLA-A0203,0,0,51,de novo,False
BCMA_l59_int_1038,HLA-A0205,0,1,50,de novo,False
BCMA_l59_int_1038,HLA-A0206,0,0,51,de novo,False
BCMA_l59_int_1038,HLA-A0207,0,1,50,de novo,False
BCMA_l59_int_1038,HLA-A0211,0,1,50,de novo,False
BCMA_l59_int_1038,HLA-A0212,0,1,50,de novo,False
BCMA_l59_int_1038,HLA-A0216,0,0,51,de novo,False
BCMA_l59_int_1038,HLA-A0217,0,0,51,de novo,False
BCMA_l59_int_1038,HLA-A0219,0,0,51,de novo,False
BCMA_l59_int_1038,HLA-A0250,0,2,49,de novo,False
BCMA_l59_int_1038,HLA-A0301,0,0,51,de novo,True
BCMA_l59_int_1038,HLA-A1101,0,0,51,de novo,False
BCMA_l59_int_1038,HLA-A2301,0,2,49,de novo,False
BCMA_l59_int_1038,HLA-A2402,0,2,49,de novo,False
BCMA_l59_int_1038,HLA-A2403,1,1,49,de novo,False
BCMA_l59_int_1038,HLA-A2501,1,3,47,de novo,False
BCMA_l59_int_1038,HLA-A2601,0,2,49,de novo,False
BCMA_l59_int_1038,HLA-A2602,0,3,48,de novo,False
