Original_ID,Allele,Strong Binder,Weak Binder,None,binder_type,is_top_freq_allele
CD19_l187_int_wildtype,HLA-A3301,2,3,173,de novo,False
CD19_l187_int_wildtype,HLA-A2602,1,10,167,de novo,False
CD19_l187_int_wildtype,HLA-A0201,3,7,168,de novo,True
CD19_l187_int_wildtype,HLA-A2501,3,8,167,de novo,False
CD19_l187_int_wildtype,HLA-B0802,3,11,164,de novo,False
CD19_l187_int_wildtype,HLA-A0202,3,10,165,de novo,False
CD19_l187_int_wildtype,HLA-A0203,1,9,168,de novo,False
CD19_l187_int_wildtype,HLA-A0205,1,4,173,de novo,False
CD19_l187_int_wildtype,HLA-A0206,7,10,161,de novo,False
CD19_l187_int_wildtype,HLA-A0207,2,4,172,de novo,False
CD19_l187_int_wildtype,HLA-A0211,5,13,160,de novo,False
CD19_l187_int_wildtype,HLA-A0212,4,13,161,de novo,False
CD19_l187_int_wildtype,HLA-A0216,4,12,162,de novo,False
CD19_l187_int_wildtype,HLA-A0217,2,12,164,de novo,False
CD19_l187_int_wildtype,HLA-A0219,3,16,159,de novo,False
CD19_l187_int_wildtype,HLA-A0250,4,14,160,de novo,False
CD19_l187_int_wildtype,HLA-A0301,0,0,178,de novo,True
CD19_l187_int_wildtype,HLA-A1101,0,1,177,de novo,False
CD19_l187_int_wildtype,HLA-A2301,0,0,178,de novo,False
CD19_l187_int_wildtype,HLA-A2402,0,2,176,de novo,False
CD19_l187_int_wildtype,HLA-A2403,0,1,177,de novo,False
CD19_l187_int_wildtype,HLA-A2601,0,4,174,de novo,False
CD19_l187_int_wildtype,HLA-B0803,4,16,158,de novo,False
CD19_l187_int_wildtype,HLA-B4403,0,3,175,de novo,False
CD19_l187_int_wildtype,HLA-B1501,1,1,176,de novo,False
CD19_l187_int_wildtype,HLA-B5401,1,1,176,de novo,False
CD19_l187_int_wildtype,HLA-B5701,0,3,175,de novo,False
CD19_l187_int_wildtype,HLA-B5801,0,4,174,de novo,False
CD19_l187_int_wildtype,HLA-B5802,0,0,178,de novo,False
CD19_l187_int_wildtype,HLA-B7301,0,4,174,de novo,False
CD19_l187_int_wildtype,HLA-B8301,1,5,172,de novo,False
CD19_l187_int_wildtype,HLA-C0303,1,5,172,de novo,False
CD19_l187_int_wildtype,HLA-B5301,2,1,175,de novo,False
CD19_l187_int_wildtype,HLA-C0401,1,12,165,de novo,False
CD19_l187_int_wildtype,HLA-C0602,1,14,163,de novo,False
CD19_l187_int_wildtype,HLA-C0701,1,13,164,de novo,True
CD19_l187_int_wildtype,HLA-C0702,0,5,173,de novo,False
CD19_l187_int_wildtype,HLA-C0802,4,9,165,de novo,False
CD19_l187_int_wildtype,HLA-C1203,0,8,170,de novo,False
CD19_l187_int_wildtype,HLA-C1402,0,10,168,de novo,False
CD19_l187_int_wildtype,HLA-A0101,2,4,172,de novo,True
CD19_l187_int_wildtype,HLA-C0501,6,3,169,de novo,False
CD19_l187_int_wildtype,HLA-B5101,2,3,173,de novo,False
CD19_l187_int_wildtype,HLA-B4801,3,8,167,de novo,False
CD19_l187_int_wildtype,HLA-B4601,0,6,172,de novo,False
CD19_l187_int_wildtype,HLA-B1502,0,3,175,de novo,False
CD19_l187_int_wildtype,HLA-B1503,0,8,170,de novo,False
CD19_l187_int_wildtype,HLA-B1509,2,9,167,de novo,False
CD19_l187_int_wildtype,HLA-B1517,2,10,166,de novo,False
CD19_l187_int_wildtype,HLA-B1801,1,4,173,de novo,False
CD19_l187_int_wildtype,HLA-B2705,3,3,172,de novo,False
CD19_l187_int_wildtype,HLA-B2720,0,5,173,de novo,False
CD19_l187_int_wildtype,HLA-B3501,3,1,174,de novo,False
CD19_l187_int_wildtype,HLA-B3503,1,4,173,de novo,False
CD19_l187_int_wildtype,HLA-B3801,5,1,172,de novo,False
CD19_l187_int_wildtype,HLA-B3901,4,10,164,de novo,False
CD19_l187_int_wildtype,HLA-B4001,1,9,168,de novo,False
CD19_l187_int_wildtype,HLA-B4002,1,4,173,de novo,False
CD19_l187_int_wildtype,HLA-B4013,0,6,172,de novo,False
CD19_l187_int_wildtype,HLA-B4201,1,1,176,de novo,False
CD19_l187_int_wildtype,HLA-B4402,0,2,176,de novo,False
CD19_l187_int_wildtype,HLA-B4501,1,2,175,de novo,False
CD19_l187_int_wildtype,HLA-B1402,2,11,165,de novo,False
CD19_l187_int_wildtype,HLA-C1502,2,11,165,de novo,False
CD19_l187_int_0614,HLA-A0101,2,3,173,de novo,True
CD19_l187_int_0614,HLA-C1502,0,13,165,de novo,False
CD19_l187_int_0614,HLA-B4402,0,3,175,de novo,False
CD19_l187_int_0614,HLA-B4201,1,3,174,de novo,False
CD19_l187_int_0614,HLA-B4013,2,5,171,de novo,False
CD19_l187_int_0614,HLA-B4002,1,3,174,de novo,False
CD19_l187_int_0614,HLA-B4001,2,9,167,de novo,False
CD19_l187_int_0614,HLA-B3901,5,5,168,de novo,False
CD19_l187_int_0614,HLA-B3801,6,0,172,de novo,False
CD19_l187_int_0614,HLA-B4403,0,3,175,de novo,False
CD19_l187_int_0614,HLA-B3503,1,4,173,de novo,False
CD19_l187_int_0614,HLA-B2720,2,4,172,de novo,False
CD19_l187_int_0614,HLA-B2705,2,4,172,de novo,False
CD19_l187_int_0614,HLA-B1801,1,4,173,de novo,False
CD19_l187_int_0614,HLA-B1517,2,10,166,de novo,False
CD19_l187_int_0614,HLA-B1509,2,10,166,de novo,False
CD19_l187_int_0614,HLA-B1503,0,9,169,de novo,False
CD19_l187_int_0614,HLA-B1502,0,3,175,de novo,False
CD19_l187_int_0614,HLA-B3501,4,0,174,de novo,False
CD19_l187_int_0614,HLA-B1501,1,1,176,de novo,False
CD19_l187_int_0614,HLA-B4501,2,0,176,de novo,False
CD19_l187_int_0614,HLA-B4801,5,10,163,de novo,False
CD19_l187_int_0614,HLA-C1203,0,6,172,de novo,False
CD19_l187_int_0614,HLA-C0802,3,10,165,de novo,False
CD19_l187_int_0614,HLA-C0702,1,4,173,de novo,False
CD19_l187_int_0614,HLA-C0701,0,12,166,de novo,True
CD19_l187_int_0614,HLA-C0602,1,12,165,de novo,False
CD19_l187_int_0614,HLA-C0501,5,4,169,de novo,False
CD19_l187_int_0614,HLA-C0401,2,14,162,de novo,False
CD19_l187_int_0614,HLA-B4601,0,4,174,de novo,False
CD19_l187_int_0614,HLA-C0303,2,7,169,de novo,False
CD19_l187_int_0614,HLA-B7301,0,4,174,de novo,False
CD19_l187_int_0614,HLA-B5802,0,0,178,de novo,False
CD19_l187_int_0614,HLA-B5801,0,4,174,de novo,False
CD19_l187_int_0614,HLA-B5701,0,3,175,de novo,False
CD19_l187_int_0614,HLA-B5401,1,1,176,de novo,False
CD19_l187_int_0614,HLA-B5301,2,2,174,de novo,False
CD19_l187_int_0614,HLA-B5101,1,5,172,de novo,False
CD19_l187_int_0614,HLA-B8301,1,5,172,de novo,False
CD19_l187_int_0614,HLA-C1402,2,8,168,de novo,False
CD19_l187_int_0614,HLA-B1402,3,11,164,de novo,False
CD19_l187_int_0614,HLA-B0802,4,11,163,de novo,False
CD19_l187_int_0614,HLA-A2403,0,3,175,de novo,False
CD19_l187_int_0614,HLA-A2402,0,1,177,de novo,False
CD19_l187_int_0614,HLA-A2301,0,0,178,de novo,False
CD19_l187_int_0614,HLA-A1101,0,2,176,de novo,False
CD19_l187_int_0614,HLA-A0301,0,1,177,de novo,True
CD19_l187_int_0614,HLA-A0250,2,14,162,de novo,False
CD19_l187_int_0614,HLA-A0219,2,14,162,de novo,False
CD19_l187_int_0614,HLA-A2501,3,5,170,de novo,False
CD19_l187_int_0614,HLA-A0217,2,10,166,de novo,False
CD19_l187_int_0614,HLA-A0212,4,11,163,de novo,False
CD19_l187_int_0614,HLA-A0211,5,12,161,de novo,False
CD19_l187_int_0614,HLA-A0207,1,5,172,de novo,False
CD19_l187_int_0614,HLA-A0206,2,10,166,de novo,False
CD19_l187_int_0614,HLA-A0205,2,4,172,de novo,False
CD19_l187_int_0614,HLA-A0203,0,8,170,de novo,False
CD19_l187_int_0614,HLA-A0202,3,8,167,de novo,False
CD19_l187_int_0614,HLA-A0216,4,11,163,de novo,False
CD19_l187_int_0614,HLA-B0803,3,18,157,de novo,False
CD19_l187_int_0614,HLA-A2601,0,7,171,de novo,False
CD19_l187_int_0614,HLA-A2603,0,8,170,de novo,False
CD19_l187_int_0614,HLA-B0801,1,3,174,de novo,False
CD19_l187_int_0614,HLA-B0702,1,4,173,de novo,True
CD19_l187_int_0614,HLA-A8001,1,7,170,de novo,False
CD19_l187_int_0614,HLA-A6901,0,15,163,de novo,False
CD19_l187_int_0614,HLA-A6823,2,6,170,de novo,False
CD19_l187_int_0614,HLA-A6802,0,4,174,de novo,False
CD19_l187_int_0614,HLA-A6801,1,3,174,de novo,False
CD19_l187_int_0614,HLA-A2602,1,8,169,de novo,False
CD19_l187_int_0614,HLA-A6601,1,6,171,de novo,False
CD19_l187_int_0614,HLA-A3215,1,2,175,de novo,False
CD19_l187_int_0614,HLA-A3207,2,5,171,de novo,False
CD19_l187_int_0614,HLA-A3201,1,4,173,de novo,False
CD19_l187_int_0614,HLA-A3101,1,3,174,de novo,False
CD19_l187_int_0614,HLA-A3002,1,1,176,de novo,False
CD19_l187_int_0614,HLA-A3001,1,4,173,de novo,False
CD19_l187_int_0614,HLA-A2902,0,1,177,de novo,False
CD19_l187_int_0614,HLA-A3301,4,0,174,de novo,False
CD19_l187_int_0614,HLA-A0201,2,7,169,de novo,True
CD19_l187_nonint_4162,HLA-C1502,5,12,161,de novo,False
CD19_l187_nonint_4162,HLA-B0803,2,16,160,de novo,False
CD19_l187_nonint_4162,HLA-A2603,2,7,169,de novo,False
CD19_l187_nonint_4162,HLA-A2902,0,0,178,de novo,False
CD19_l187_nonint_4162,HLA-A3001,4,2,172,de novo,False
CD19_l187_nonint_4162,HLA-A3002,1,0,177,de novo,False
CD19_l187_nonint_4162,HLA-A3101,2,1,175,de novo,False
CD19_l187_nonint_4162,HLA-A3201,0,6,172,de novo,False
CD19_l187_nonint_4162,HLA-A3207,0,8,170,de novo,False
CD19_l187_nonint_4162,HLA-A2602,2,8,168,de novo,False
CD19_l187_nonint_4162,HLA-A3215,1,2,175,de novo,False
CD19_l187_nonint_4162,HLA-A6601,1,14,163,de novo,False
CD19_l187_nonint_4162,HLA-A6801,0,3,175,de novo,False
CD19_l187_nonint_4162,HLA-A6802,1,8,169,de novo,False
CD19_l187_nonint_4162,HLA-A6823,1,7,170,de novo,False
CD19_l187_nonint_4162,HLA-A6901,5,11,162,de novo,False
CD19_l187_nonint_4162,HLA-A8001,1,6,171,de novo,False
CD19_l187_nonint_4162,HLA-B0702,0,4,174,de novo,True
CD19_l187_nonint_4162,HLA-A3301,2,4,172,de novo,False
CD19_l187_nonint_4162,HLA-B0801,3,7,168,de novo,False
CD19_l187_nonint_4162,HLA-A2601,1,5,172,de novo,False
CD19_l187_nonint_4162,HLA-A2403,0,2,176,de novo,False
CD19_l187_nonint_4162,HLA-A0201,4,6,168,de novo,True
CD19_l187_nonint_4162,HLA-A0202,5,8,165,de novo,False
CD19_l187_nonint_4162,HLA-A0203,1,7,170,de novo,False
CD19_l187_nonint_4162,HLA-A0205,2,0,176,de novo,False
CD19_l187_nonint_4162,HLA-A0206,4,12,162,de novo,False
CD19_l187_nonint_4162,HLA-A0207,3,4,171,de novo,False
CD19_l187_nonint_4162,HLA-A0211,4,15,159,de novo,False
CD19_l187_nonint_4162,HLA-A2501,4,6,168,de novo,False
CD19_l187_nonint_4162,HLA-A0212,5,11,162,de novo,False
CD19_l187_nonint_4162,HLA-A0217,2,11,165,de novo,False
CD19_l187_nonint_4162,HLA-A0219,6,15,157,de novo,False
CD19_l187_nonint_4162,HLA-A0250,3,14,161,de novo,False
CD19_l187_nonint_4162,HLA-A0301,1,4,173,de novo,True
CD19_l187_nonint_4162,HLA-A1101,0,4,174,de novo,False
CD19_l187_nonint_4162,HLA-A2301,0,1,177,de novo,False
CD19_l187_nonint_4162,HLA-A2402,0,0,178,de novo,False
CD19_l187_nonint_4162,HLA-A0216,3,14,161,de novo,False
CD19_l187_nonint_4162,HLA-B0802,4,12,162,de novo,False
CD19_l187_nonint_4162,HLA-A0101,0,5,173,de novo,True
CD19_l187_nonint_4162,HLA-B1402,5,8,165,de novo,False
CD19_l187_nonint_4162,HLA-B5101,1,3,174,de novo,False
CD19_l187_nonint_4162,HLA-B5301,0,4,174,de novo,False
CD19_l187_nonint_4162,HLA-B5401,0,0,178,de novo,False
CD19_l187_nonint_4162,HLA-B5701,0,0,178,de novo,False
CD19_l187_nonint_4162,HLA-B5801,0,5,173,de novo,False
CD19_l187_nonint_4162,HLA-B5802,0,1,177,de novo,False
CD19_l187_nonint_4162,HLA-B7301,0,2,176,de novo,False
CD19_l187_nonint_4162,HLA-B4801,2,11,165,de novo,False
CD19_l187_nonint_4162,HLA-B8301,0,10,168,de novo,False
CD19_l187_nonint_4162,HLA-C0401,1,15,162,de novo,False
CD19_l187_nonint_4162,HLA-C0501,2,10,166,de novo,False
CD19_l187_nonint_4162,HLA-C0602,1,9,168,de novo,False
CD19_l187_nonint_4162,HLA-C0701,1,10,167,de novo,True
CD19_l187_nonint_4162,HLA-C0702,1,2,175,de novo,False
CD19_l187_nonint_4162,HLA-C0802,2,8,168,de novo,False
CD19_l187_nonint_4162,HLA-C1203,2,3,173,de novo,False
CD19_l187_nonint_4162,HLA-C0303,1,6,171,de novo,False
CD19_l187_nonint_4162,HLA-B4601,0,6,172,de novo,False
CD19_l187_nonint_4162,HLA-B4501,2,4,172,de novo,False
CD19_l187_nonint_4162,HLA-B4403,1,5,172,de novo,False
CD19_l187_nonint_4162,HLA-B1501,0,2,176,de novo,False
CD19_l187_nonint_4162,HLA-B1502,1,1,176,de novo,False
CD19_l187_nonint_4162,HLA-B1503,1,4,173,de novo,False
CD19_l187_nonint_4162,HLA-B1509,1,8,169,de novo,False
CD19_l187_nonint_4162,HLA-B1517,1,8,169,de novo,False
CD19_l187_nonint_4162,HLA-B1801,2,5,171,de novo,False
CD19_l187_nonint_4162,HLA-B2705,1,3,174,de novo,False
CD19_l187_nonint_4162,HLA-B2720,1,5,172,de novo,False
CD19_l187_nonint_4162,HLA-B3501,0,2,176,de novo,False
CD19_l187_nonint_4162,HLA-B3503,1,4,173,de novo,False
CD19_l187_nonint_4162,HLA-B3801,0,4,174,de novo,False
CD19_l187_nonint_4162,HLA-B3901,2,9,167,de novo,False
CD19_l187_nonint_4162,HLA-B4001,1,5,172,de novo,False
CD19_l187_nonint_4162,HLA-B4002,3,5,170,de novo,False
CD19_l187_nonint_4162,HLA-B4013,0,4,174,de novo,False
CD19_l187_nonint_4162,HLA-B4201,0,2,176,de novo,False
CD19_l187_nonint_4162,HLA-B4402,1,5,172,de novo,False
CD19_l187_nonint_4162,HLA-C1402,0,6,172,de novo,False
CD19_l187_nonint_4466,HLA-A0101,0,7,171,de novo,True
CD19_l187_nonint_4466,HLA-A0201,0,8,170,de novo,True
CD19_l187_nonint_4466,HLA-B1402,2,14,162,de novo,False
CD19_l187_nonint_4466,HLA-B4402,0,8,170,de novo,False
CD19_l187_nonint_4466,HLA-B4201,2,1,175,de novo,False
CD19_l187_nonint_4466,HLA-B4013,1,3,174,de novo,False
CD19_l187_nonint_4466,HLA-B4002,3,4,171,de novo,False
CD19_l187_nonint_4466,HLA-B4001,2,7,169,de novo,False
CD19_l187_nonint_4466,HLA-B3901,1,9,168,de novo,False
CD19_l187_nonint_4466,HLA-B3801,1,1,176,de novo,False
CD19_l187_nonint_4466,HLA-B4403,0,4,174,de novo,False
CD19_l187_nonint_4466,HLA-B3503,2,3,173,de novo,False
CD19_l187_nonint_4466,HLA-B2720,1,8,169,de novo,False
CD19_l187_nonint_4466,HLA-B2705,1,6,171,de novo,False
CD19_l187_nonint_4466,HLA-B1801,1,6,171,de novo,False
CD19_l187_nonint_4466,HLA-B1517,1,7,170,de novo,False
CD19_l187_nonint_4466,HLA-B1509,2,9,167,de novo,False
CD19_l187_nonint_4466,HLA-B1503,2,2,174,de novo,False
CD19_l187_nonint_4466,HLA-B1502,0,2,176,de novo,False
CD19_l187_nonint_4466,HLA-B3501,0,4,174,de novo,False
CD19_l187_nonint_4466,HLA-B1501,0,0,178,de novo,False
CD19_l187_nonint_4466,HLA-B4501,0,6,172,de novo,False
CD19_l187_nonint_4466,HLA-B4801,3,11,164,de novo,False
CD19_l187_nonint_4466,HLA-C1203,0,5,173,de novo,False
CD19_l187_nonint_4466,HLA-C0802,4,4,170,de novo,False
CD19_l187_nonint_4466,HLA-C0702,0,4,174,de novo,False
CD19_l187_nonint_4466,HLA-C0701,2,12,164,de novo,True
CD19_l187_nonint_4466,HLA-C0602,3,13,162,de novo,False
CD19_l187_nonint_4466,HLA-C0501,4,5,169,de novo,False
CD19_l187_nonint_4466,HLA-C0401,3,6,169,de novo,False
CD19_l187_nonint_4466,HLA-B4601,0,2,176,de novo,False
CD19_l187_nonint_4466,HLA-C0303,2,5,171,de novo,False
CD19_l187_nonint_4466,HLA-B7301,1,5,172,de novo,False
CD19_l187_nonint_4466,HLA-B5802,0,0,178,de novo,False
CD19_l187_nonint_4466,HLA-B5801,1,3,174,de novo,False
CD19_l187_nonint_4466,HLA-B5701,0,2,176,de novo,False
CD19_l187_nonint_4466,HLA-B5401,1,1,176,de novo,False
CD19_l187_nonint_4466,HLA-B5301,0,4,174,de novo,False
CD19_l187_nonint_4466,HLA-B5101,2,0,176,de novo,False
CD19_l187_nonint_4466,HLA-B8301,1,4,173,de novo,False
CD19_l187_nonint_4466,HLA-C1402,0,4,174,de novo,False
CD19_l187_nonint_4466,HLA-C1502,3,10,165,de novo,False
CD19_l187_nonint_4466,HLA-B0802,1,9,168,de novo,False
CD19_l187_nonint_4466,HLA-A2403,0,1,177,de novo,False
CD19_l187_nonint_4466,HLA-A2402,0,0,178,de novo,False
CD19_l187_nonint_4466,HLA-A2301,0,0,178,de novo,False
CD19_l187_nonint_4466,HLA-A1101,0,3,175,de novo,False
CD19_l187_nonint_4466,HLA-A0301,0,2,176,de novo,True
CD19_l187_nonint_4466,HLA-A0250,2,10,166,de novo,False
CD19_l187_nonint_4466,HLA-A0219,3,9,166,de novo,False
CD19_l187_nonint_4466,HLA-A2501,2,4,172,de novo,False
CD19_l187_nonint_4466,HLA-A0217,2,8,168,de novo,False
CD19_l187_nonint_4466,HLA-A0212,2,9,167,de novo,False
CD19_l187_nonint_4466,HLA-A0211,3,15,160,de novo,False
CD19_l187_nonint_4466,HLA-A0207,2,5,171,de novo,False
CD19_l187_nonint_4466,HLA-A0206,2,11,165,de novo,False
CD19_l187_nonint_4466,HLA-A0205,0,2,176,de novo,False
CD19_l187_nonint_4466,HLA-A0203,1,3,174,de novo,False
CD19_l187_nonint_4466,HLA-A0202,2,10,166,de novo,False
CD19_l187_nonint_4466,HLA-A0216,3,12,163,de novo,False
CD19_l187_nonint_4466,HLA-B0803,4,10,164,de novo,False
CD19_l187_nonint_4466,HLA-A2601,1,2,175,de novo,False
CD19_l187_nonint_4466,HLA-A2603,3,4,171,de novo,False
CD19_l187_nonint_4466,HLA-B0801,0,4,174,de novo,False
CD19_l187_nonint_4466,HLA-B0702,0,3,175,de novo,True
CD19_l187_nonint_4466,HLA-A8001,2,3,173,de novo,False
CD19_l187_nonint_4466,HLA-A6901,3,10,165,de novo,False
CD19_l187_nonint_4466,HLA-A6823,1,6,171,de novo,False
CD19_l187_nonint_4466,HLA-A6802,2,6,170,de novo,False
CD19_l187_nonint_4466,HLA-A6801,2,3,173,de novo,False
CD19_l187_nonint_4466,HLA-A2602,0,8,170,de novo,False
CD19_l187_nonint_4466,HLA-A6601,2,7,169,de novo,False
CD19_l187_nonint_4466,HLA-A3215,0,2,176,de novo,False
CD19_l187_nonint_4466,HLA-A3207,2,8,168,de novo,False
CD19_l187_nonint_4466,HLA-A3201,2,4,172,de novo,False
CD19_l187_nonint_4466,HLA-A3101,0,3,175,de novo,False
CD19_l187_nonint_4466,HLA-A3002,0,2,176,de novo,False
CD19_l187_nonint_4466,HLA-A3001,0,5,173,de novo,False
CD19_l187_nonint_4466,HLA-A2902,0,0,178,de novo,False
CD19_l187_nonint_4466,HLA-A3301,0,6,172,de novo,False
CD19_l187_int_2481,HLA-C1502,1,14,163,de novo,False
CD19_l187_int_2481,HLA-A0101,1,4,173,de novo,True
CD19_l187_int_2481,HLA-B0803,3,14,161,de novo,False
CD19_l187_int_2481,HLA-B4402,0,2,176,de novo,False
CD19_l187_int_2481,HLA-B4201,1,1,176,de novo,False
CD19_l187_int_2481,HLA-B4013,1,7,170,de novo,False
CD19_l187_int_2481,HLA-B4002,1,2,175,de novo,False
CD19_l187_int_2481,HLA-B4001,1,9,168,de novo,False
CD19_l187_int_2481,HLA-B3901,6,7,165,de novo,False
CD19_l187_int_2481,HLA-B3801,6,0,172,de novo,False
CD19_l187_int_2481,HLA-B4403,0,3,175,de novo,False
CD19_l187_int_2481,HLA-B3503,1,3,174,de novo,False
CD19_l187_int_2481,HLA-B2720,1,6,171,de novo,False
CD19_l187_int_2481,HLA-B2705,1,2,175,de novo,False
CD19_l187_int_2481,HLA-B1801,0,6,172,de novo,False
CD19_l187_int_2481,HLA-B1517,3,11,164,de novo,False
CD19_l187_int_2481,HLA-B1509,3,10,165,de novo,False
CD19_l187_int_2481,HLA-B1503,0,10,168,de novo,False
CD19_l187_int_2481,HLA-B1502,0,2,176,de novo,False
CD19_l187_int_2481,HLA-B3501,3,1,174,de novo,False
CD19_l187_int_2481,HLA-B1501,0,2,176,de novo,False
CD19_l187_int_2481,HLA-B4501,2,1,175,de novo,False
CD19_l187_int_2481,HLA-B4801,3,11,164,de novo,False
CD19_l187_int_2481,HLA-C1203,1,7,170,de novo,False
CD19_l187_int_2481,HLA-C0802,4,7,167,de novo,False
CD19_l187_int_2481,HLA-C0702,0,6,172,de novo,False
CD19_l187_int_2481,HLA-C0701,0,14,164,de novo,True
