binder_name,Average_binder_parental_RMSD
BCMA_l59_nonint_0230,0.8072000000000001
BCMA_l59_nonint_1672,0.8379999999999999
BCMA_l59_nonint_0380,0.5946
BCMA_l59_nonint_1717,0.5529999999999999
BCMA_l59_nonint_1482,0.8219999999999998
BCMA_l59_nonint_1811,0.8476000000000001
BCMA_l59_nonint_1840,0.7354
BCMA_l59_nonint_0624,0.978
BCMA_l59_nonint_0289,0.775
BCMA_l59_nonint_0107,0.8042
BCMA_l59_nonint_0895,0.8058
BCMA_l59_nonint_0737,0.9162
BCMA_l59_nonint_0280,0.8376000000000001
BCMA_l59_nonint_1911,0.64
BCMA_l59_nonint_1739,0.954
BCMA_l59_nonint_1292,0.8547999999999998
BCMA_l59_nonint_0076,0.7790000000000001
BCMA_l59_nonint_1205,0.7208000000000001
BCMA_l59_nonint_0146,0.5684000000000001
BCMA_l59_nonint_1400,0.6582
BCMA_l59_nonint_0881,0.5466
BCMA_l59_nonint_0601,0.6412
BCMA_l59_nonint_0503,0.9252
BCMA_l59_nonint_0119,0.903
BCMA_l59_nonint_0395,0.8130000000000001
BCMA_l59_nonint_1087,0.626
BCMA_l59_nonint_0511,0.6292
BCMA_l59_nonint_0342,0.9056
BCMA_l59_nonint_0116,0.7132
BCMA_l59_nonint_1023,0.6881999999999999
BCMA_l59_nonint_1648,0.7558
BCMA_l59_nonint_1508,0.7694
BCMA_l59_nonint_1737,0.8496
BCMA_l59_nonint_1701,0.7878000000000001
BCMA_l59_nonint_1031,0.5347999999999999
BCMA_l59_nonint_0344,0.8676
BCMA_l59_nonint_1865,0.935
BCMA_l59_nonint_1868,0.6534000000000001
BCMA_l59_nonint_0173,0.8550000000000001
BCMA_l59_nonint_1417,0.9654
BCMA_l59_nonint_0714,0.7506000000000002
BCMA_l59_nonint_0981,0.5716
BCMA_l59_nonint_1888,0.6786000000000001
BCMA_l59_nonint_0274,0.6868
BCMA_l59_nonint_0148,0.9372
BCMA_l59_nonint_1407,0.6771999999999999
BCMA_l59_nonint_0966,0.7742000000000001
BCMA_l59_nonint_1752,0.6317999999999999
BCMA_l59_nonint_0845,0.6976
BCMA_l59_nonint_0668,0.7337999999999999
BCMA_l59_nonint_1246,0.7532
BCMA_l59_nonint_0109,0.6024
BCMA_l59_nonint_0804,0.6976
BCMA_l59_nonint_0378,0.6836
BCMA_l59_nonint_0718,0.6958
BCMA_l59_nonint_0079,0.916
BCMA_l59_nonint_1688,0.6066
BCMA_l59_nonint_1436,0.7769999999999999
BCMA_l59_nonint_1194,0.9894
BCMA_l59_nonint_1275,0.8876000000000002
BCMA_l59_nonint_0186,0.8234
BCMA_l59_nonint_1547,0.7026
BCMA_l59_nonint_1922,0.7462
BCMA_l59_nonint_1012,0.6903999999999999
BCMA_l59_nonint_0890,0.6028
BCMA_l59_nonint_1774,0.7144
BCMA_l59_nonint_1751,0.8048
BCMA_l59_nonint_1305,0.7096
BCMA_l59_nonint_1074,0.7908000000000001
BCMA_l59_nonint_0728,0.8343999999999999
BCMA_l59_nonint_0871,0.8363999999999999
BCMA_l59_nonint_0977,0.7369999999999999
BCMA_l59_nonint_1853,0.5542
BCMA_l59_nonint_1398,0.4551999999999999
BCMA_l59_nonint_0490,0.4824
BCMA_l59_nonint_1269,0.8482
BCMA_l59_nonint_1726,0.9512
BCMA_l59_nonint_0753,0.7709999999999999
BCMA_l59_nonint_0682,0.8465999999999999
BCMA_l59_nonint_1702,0.7908
BCMA_l59_nonint_0164,0.5474
BCMA_l59_nonint_0564,0.7984
BCMA_l59_nonint_0174,0.882
BCMA_l59_nonint_0025,0.617
BCMA_l59_nonint_0716,0.6759999999999999
BCMA_l59_nonint_1696,0.7517999999999999
BCMA_l59_nonint_0996,0.8230000000000001
BCMA_l59_int_0931,0.7424000000000001
BCMA_l59_nonint_0790,0.6095999999999999
BCMA_l59_nonint_1600,0.5593999999999999
BCMA_l59_nonint_1015,0.8771999999999999
BCMA_l59_nonint_1744,0.7529999999999999
BCMA_l59_nonint_0013,0.8708
BCMA_l59_nonint_1150,0.4614
BCMA_l59_nonint_1894,0.6098000000000001
BCMA_l59_nonint_0642,0.9128
BCMA_l59_nonint_1234,0.6452
BCMA_l59_nonint_0655,0.6868000000000001
BCMA_l59_nonint_1846,0.8032
BCMA_l59_nonint_1855,0.5302
BCMA_l59_nonint_0137,0.825
BCMA_l59_nonint_0122,0.6319999999999999
BCMA_l59_nonint_1077,0.8102
BCMA_l59_nonint_0889,0.5641999999999999
BCMA_l59_nonint_1948,0.8318
BCMA_l59_nonint_0451,0.9596
BCMA_l59_nonint_1168,0.6148
BCMA_l59_nonint_0821,0.6966
BCMA_l59_nonint_0514,0.7968
BCMA_l59_nonint_0652,0.6576000000000001
BCMA_l59_nonint_0544,0.9854
BCMA_l59_nonint_1510,0.8604
BCMA_l59_nonint_0947,0.6508
BCMA_l59_nonint_1923,0.6974
BCMA_l59_nonint_1742,0.938
BCMA_l59_nonint_1085,0.8055999999999999
BCMA_l59_nonint_0157,0.9784
BCMA_l59_nonint_1258,0.7682
BCMA_l59_nonint_0102,0.7792
BCMA_l59_nonint_1081,0.6438
BCMA_l59_nonint_0569,0.8056000000000001
BCMA_l59_nonint_0670,0.8676
BCMA_l59_nonint_1722,0.5202
BCMA_l59_nonint_1971,0.817
BCMA_l59_nonint_1745,0.8751999999999999
BCMA_l59_nonint_0818,0.9954
BCMA_l59_nonint_1879,0.8375999999999999
BCMA_l59_nonint_1788,0.7476
BCMA_l59_nonint_0973,0.8406
BCMA_l59_nonint_1489,0.8316000000000001
BCMA_l59_nonint_1018,0.6898
BCMA_l59_nonint_1619,0.913
BCMA_l59_nonint_1773,0.5836
BCMA_l59_nonint_0200,0.651
BCMA_l59_nonint_0854,0.904
BCMA_l59_nonint_0421,0.866
BCMA_l59_nonint_1603,0.765
BCMA_l59_nonint_1289,0.6376
BCMA_l59_nonint_1002,0.7036
BCMA_l59_nonint_0675,0.9512
BCMA_l59_nonint_0875,0.8027999999999998
BCMA_l59_nonint_0695,0.6050000000000001
BCMA_l59_nonint_1859,0.65
BCMA_l59_nonint_1092,0.8301999999999999
BCMA_l59_nonint_1908,0.7722
BCMA_l59_nonint_1764,0.5820000000000001
BCMA_l59_nonint_0347,0.762
BCMA_l59_nonint_0669,0.7028000000000001
BCMA_l59_nonint_0469,0.5254
BCMA_l59_nonint_0507,0.6592
BCMA_l59_nonint_1706,0.5604
BCMA_l59_nonint_1582,0.8282
BCMA_l59_nonint_0496,0.8272
BCMA_l59_nonint_1602,0.8253999999999999
BCMA_l59_nonint_1924,0.7918000000000001
BCMA_l59_nonint_1426,0.7926
BCMA_l59_nonint_0190,0.5412
BCMA_l59_nonint_1537,0.7778
BCMA_l59_nonint_1505,0.7452
BCMA_l59_nonint_1707,0.6786000000000001
BCMA_l59_nonint_0372,0.955
BCMA_l59_nonint_1450,0.5612
BCMA_l59_nonint_1822,0.5786
BCMA_l59_nonint_0463,0.7794000000000001
BCMA_l59_nonint_1461,0.8380000000000001
BCMA_l59_nonint_1474,0.7769999999999999
BCMA_l59_nonint_0388,0.8303999999999998
BCMA_l59_nonint_1233,0.6698
BCMA_l59_nonint_1662,0.8656
BCMA_l59_nonint_0351,0.7448
BCMA_l59_int_1610,0.9314
BCMA_l59_nonint_0437,0.6466000000000001
BCMA_l59_nonint_1091,0.6294000000000001
BCMA_l59_nonint_1589,0.7312000000000001
BCMA_l59_nonint_1542,0.9496
BCMA_l59_nonint_1596,0.9946
BCMA_l59_nonint_0478,0.8026
BCMA_l59_nonint_0297,0.8099999999999999
BCMA_l59_nonint_1540,0.8614
BCMA_l59_nonint_0730,0.7114
BCMA_l59_nonint_1997,0.7325999999999999
BCMA_l59_nonint_1412,0.7352000000000001
BCMA_l59_nonint_1520,0.595
BCMA_l59_nonint_0574,0.6607999999999999
BCMA_l59_nonint_1629,0.6022000000000001
BCMA_l59_nonint_1741,0.7838
BCMA_l59_nonint_0983,0.6971999999999999
BCMA_l59_nonint_1428,0.7584
BCMA_l59_int_1653,0.9276
BCMA_l59_nonint_0337,0.9376
BCMA_l59_nonint_1008,0.8093999999999999
BCMA_l59_nonint_1804,0.6136
BCMA_l59_int_1289,0.9034
BCMA_l59_int_1002,0.6839999999999999
BCMA_l59_nonint_1627,0.8071999999999999
BCMA_l59_nonint_0992,0.6294
BCMA_l59_nonint_1274,0.5726
BCMA_l59_nonint_0844,0.9204
BCMA_l59_nonint_1808,0.8288
BCMA_l59_nonint_1913,0.7529999999999999
BCMA_l59_nonint_1173,0.5576
BCMA_l59_nonint_1621,0.6820000000000002
BCMA_l59_nonint_1379,0.7534
BCMA_l59_nonint_0583,0.8454
BCMA_l59_nonint_0705,0.6481999999999999
BCMA_l59_nonint_1917,0.6362
BCMA_l59_nonint_0184,0.6376
BCMA_l59_nonint_1718,0.8380000000000001
BCMA_l59_nonint_1064,0.6594
BCMA_l59_nonint_0476,0.6115999999999999
BCMA_l59_nonint_1146,0.7629999999999999
BCMA_l59_nonint_0064,0.6348
BCMA_l59_nonint_1300,0.7894
BCMA_l59_nonint_1097,0.692
BCMA_l59_nonint_0093,0.843
BCMA_l59_nonint_0602,0.7661999999999999
BCMA_l59_nonint_1954,0.737
BCMA_l59_nonint_0061,0.8564
BCMA_l59_nonint_0135,0.5532
BCMA_l59_nonint_1637,0.681
BCMA_l59_nonint_0203,0.8145999999999999
BCMA_l59_nonint_1211,0.7042
BCMA_l59_nonint_1219,0.6931999999999999
BCMA_l59_nonint_0517,0.8337999999999999
BCMA_l59_nonint_0458,0.9198
BCMA_l59_nonint_0161,0.8812000000000001
BCMA_l59_nonint_0940,0.5913999999999999
BCMA_l59_nonint_0041,0.6536
BCMA_l59_nonint_1938,0.9828
BCMA_l59_nonint_0751,0.6597999999999999
BCMA_l59_nonint_1027,0.6476000000000001
BCMA_l59_nonint_0306,0.8635999999999999
BCMA_l59_nonint_0910,0.9764000000000002
BCMA_l59_nonint_0781,0.8794000000000001
BCMA_l59_nonint_0862,0.7933999999999999
BCMA_l59_nonint_0046,0.6694
BCMA_l59_nonint_1690,0.6228
BCMA_l59_nonint_1039,0.735
BCMA_l59_nonint_0900,0.8794000000000001
BCMA_l59_nonint_0363,0.5800000000000001
BCMA_l59_nonint_1935,0.7604
BCMA_l59_nonint_1772,0.8554
BCMA_l59_int_1605,0.8586
BCMA_l59_nonint_1373,0.8865999999999999
BCMA_l59_nonint_1789,0.7510000000000001
BCMA_l59_nonint_0104,0.906
BCMA_l59_nonint_1340,0.6294
BCMA_l59_nonint_1071,0.6406
BCMA_l59_nonint_1433,0.6998
BCMA_l59_nonint_1171,0.663
BCMA_l59_nonint_0982,0.7514
BCMA_l59_nonint_1793,0.9338
BCMA_l59_nonint_0131,0.8577999999999999
BCMA_l59_nonint_1587,0.8854
BCMA_l59_nonint_1651,0.8144
BCMA_l59_nonint_1112,0.6447999999999999
BCMA_l59_nonint_0066,0.7752
BCMA_l59_nonint_1050,0.7208
BCMA_l59_nonint_0115,0.5559999999999999
BCMA_l59_nonint_1813,0.7482
BCMA_l59_nonint_1960,0.8662000000000001
BCMA_l59_nonint_1583,0.5426
BCMA_l59_nonint_0375,0.6254000000000001
BCMA_l59_nonint_0941,0.7323999999999999
BCMA_l59_nonint_0906,0.7762
BCMA_l59_nonint_1904,0.6072
BCMA_l59_nonint_1288,0.7996000000000001
BCMA_l59_nonint_0741,0.752
BCMA_l59_nonint_1898,0.841
BCMA_l59_nonint_1190,0.713
BCMA_l59_nonint_1943,0.5841999999999999
BCMA_l59_nonint_1918,0.5963999999999999
BCMA_l59_nonint_1061,0.7852
BCMA_l59_nonint_0497,0.9364
BCMA_l59_nonint_1248,0.8114000000000001
BCMA_l59_nonint_0370,0.7605999999999999
BCMA_l59_nonint_1652,0.898
BCMA_l59_nonint_1079,0.7678
BCMA_l59_nonint_0227,0.6888
BCMA_l59_nonint_1390,0.9864
BCMA_l59_nonint_0384,0.7824
BCMA_l59_nonint_1103,0.7058
BCMA_l59_nonint_1724,0.7598
BCMA_l59_nonint_1439,0.6514
BCMA_l59_nonint_1864,0.6382
BCMA_l59_nonint_0051,0.6477999999999999
BCMA_l59_nonint_0622,0.782
BCMA_l59_int_1874,0.9306
BCMA_l59_nonint_0176,0.5880000000000001
BCMA_l59_nonint_0762,0.7341999999999999
BCMA_l59_int_1183,0.756
BCMA_l59_nonint_0281,0.9698
BCMA_l59_nonint_0457,0.8078
BCMA_l59_nonint_1653,0.8408000000000001
BCMA_l59_nonint_0928,0.6648
BCMA_l59_nonint_0522,0.6464000000000001
BCMA_l59_nonint_1509,0.7912
BCMA_l59_nonint_1487,0.813
BCMA_l59_nonint_1017,0.7939999999999999
BCMA_l59_nonint_1579,0.8188000000000001
BCMA_l59_nonint_0006,0.858
BCMA_l59_nonint_0098,0.7522
BCMA_l59_nonint_1842,0.5307999999999999
BCMA_l59_nonint_0316,0.8196
BCMA_l59_nonint_1188,0.7212000000000001
BCMA_l59_nonint_0827,0.8072000000000001
BCMA_l59_nonint_0464,0.614
BCMA_l59_int_0059,0.7838
BCMA_l59_nonint_1159,0.7305999999999999
BCMA_l59_nonint_1679,0.6417999999999999
BCMA_l59_int_0804,0.5767999999999999
BCMA_l59_nonint_1131,0.8937999999999999
BCMA_l59_nonint_0539,0.7416
BCMA_l59_nonint_1389,0.735
BCMA_l59_nonint_0525,0.9622
BCMA_l59_nonint_0323,0.6961999999999999
BCMA_l59_nonint_0660,0.5512
BCMA_l59_nonint_0674,0.8676
BCMA_l59_nonint_0699,0.7209999999999999
BCMA_l59_nonint_1778,0.7638
BCMA_l59_int_1673,0.7308000000000001
BCMA_l59_int_0369,0.7255999999999999
BCMA_l59_nonint_1676,0.767
BCMA_l59_int_1964,0.8026
BCMA_l59_nonint_1046,0.8656
BCMA_l59_nonint_1952,0.917
BCMA_l59_nonint_1753,0.6266
BCMA_l59_nonint_0610,0.8764
BCMA_l59_nonint_0596,0.6026000000000001
BCMA_l59_nonint_0393,0.8272
BCMA_l59_nonint_1123,0.7462
BCMA_l59_int_1889,0.7188000000000001
BCMA_l59_nonint_0627,0.7529999999999999
BCMA_l59_nonint_0087,0.6771999999999999
BCMA_l59_nonint_0786,0.7874
BCMA_l59_nonint_1748,0.9138000000000002
BCMA_l59_nonint_0419,0.8612
BCMA_l59_nonint_1175,0.783
BCMA_l59_nonint_0365,0.8518000000000001
BCMA_l59_nonint_1293,0.5943999999999999
BCMA_l59_nonint_0902,0.5871999999999999
BCMA_l59_nonint_0308,0.531
BCMA_l59_nonint_1500,0.7826000000000001
BCMA_l59_int_1761,0.7768
BCMA_l59_nonint_1243,0.9354
BCMA_l59_nonint_1623,0.5720000000000001
BCMA_l59_nonint_1614,0.6285999999999999
BCMA_l59_nonint_1101,0.6759999999999999
BCMA_l59_nonint_1432,0.5512
BCMA_l59_nonint_1518,0.7842
BCMA_l59_nonint_0033,0.8385999999999999
BCMA_l59_nonint_0991,0.911
BCMA_l59_nonint_0657,0.7994
BCMA_l59_nonint_1022,0.986
BCMA_l59_nonint_0472,0.7827999999999999
BCMA_l59_nonint_0094,0.716
BCMA_l59_nonint_1083,0.5922
BCMA_l59_nonint_1345,0.7038
BCMA_l59_nonint_1049,0.7024000000000001
BCMA_l59_nonint_0883,0.6281999999999999
BCMA_l59_nonint_0952,0.7535999999999999
BCMA_l59_nonint_1185,0.5646
BCMA_l59_nonint_1297,0.8506
BCMA_l59_nonint_0692,0.902
BCMA_l59_nonint_0467,0.5238
BCMA_l59_nonint_1719,0.7409999999999999
BCMA_l59_nonint_1790,0.6776
BCMA_l59_nonint_1569,0.6758
BCMA_l59_nonint_0470,0.6857999999999999
BCMA_l59_nonint_0450,0.5094000000000001
BCMA_l59_nonint_0616,0.6266
BCMA_l59_nonint_0603,0.6967999999999999
BCMA_l59_nonint_0142,0.6794
BCMA_l59_nonint_1363,0.7788
BCMA_l59_nonint_1344,0.6564
BCMA_l59_nonint_1242,0.7504
BCMA_l59_nonint_1347,0.8193999999999999
BCMA_l59_nonint_1192,0.6748000000000001
BCMA_l59_nonint_0336,0.6254
BCMA_l59_nonint_1630,0.6978
BCMA_l59_nonint_0597,0.6206
BCMA_l59_nonint_0748,0.9676
BCMA_l59_nonint_0734,0.9306
BCMA_l59_nonint_1869,0.6716
BCMA_l59_nonint_1965,0.6817999999999999
BCMA_l59_nonint_1766,0.7626
BCMA_l59_nonint_1036,0.7667999999999999
BCMA_l59_nonint_0382,0.6498
BCMA_l59_int_1068,0.7895999999999999
BCMA_l59_int_1882,0.8528
BCMA_l59_nonint_0783,0.8360000000000001
BCMA_l59_nonint_0171,0.7336
BCMA_l59_nonint_0792,0.6136
BCMA_l59_nonint_0425,0.8384
BCMA_l59_nonint_0412,0.9344
BCMA_l59_int_0766,0.859
BCMA_l59_nonint_1372,0.6576000000000001
BCMA_l59_nonint_1906,0.6442
BCMA_l59_nonint_1916,0.7196
BCMA_l59_nonint_0801,0.6316
BCMA_l59_nonint_1424,0.9398
BCMA_l59_nonint_0918,0.9248
BCMA_l59_nonint_1133,0.8876
BCMA_l59_nonint_0641,0.908
BCMA_l59_nonint_0475,0.5724000000000001
BCMA_l59_nonint_0364,0.6704000000000001
BCMA_l59_nonint_1306,0.6288
BCMA_l59_nonint_0570,0.9064
BCMA_l59_nonint_1757,0.6759999999999999
BCMA_l59_nonint_1985,0.9222
BCMA_l59_nonint_1760,0.7154
BCMA_l59_int_1011,0.7323999999999999
BCMA_l59_nonint_0207,0.6266
BCMA_l59_nonint_1035,0.63
BCMA_l59_nonint_0879,0.9553999999999998
BCMA_l59_nonint_1387,0.6862000000000001
BCMA_l59_nonint_1819,0.6744
BCMA_l59_nonint_1912,0.8293999999999999
BCMA_l59_nonint_0198,0.8719999999999999
BCMA_l59_int_0199,0.8106
BCMA_l59_nonint_1885,0.5286
BCMA_l59_nonint_0650,0.7729999999999999
BCMA_l59_nonint_0555,0.9952
BCMA_l59_nonint_0972,0.8294
BCMA_l59_nonint_1256,0.8926000000000001
BCMA_l59_nonint_0017,0.6802
BCMA_l59_nonint_0548,0.78
BCMA_l59_nonint_0014,0.8241999999999999
BCMA_l59_nonint_0022,0.6839999999999999
BCMA_l59_nonint_1066,0.8248
BCMA_l59_nonint_1715,0.7012
BCMA_l59_int_1684,0.7238
BCMA_l59_nonint_0796,0.686
BCMA_l59_nonint_0917,0.517
BCMA_l59_nonint_1964,0.7116
BCMA_l59_nonint_0787,0.7222
BCMA_l59_nonint_1324,0.8864000000000001
BCMA_l59_nonint_0404,0.8460000000000001
BCMA_l59_nonint_1987,0.6521999999999999
BCMA_l59_nonint_1317,0.6960000000000001
BCMA_l59_int_1216,0.7992
BCMA_l59_nonint_1586,0.8538
BCMA_l59_nonint_0125,0.8192
BCMA_l59_nonint_0254,0.713
BCMA_l59_int_1854,0.8977999999999999
BCMA_l59_nonint_1829,0.9872
BCMA_l59_nonint_1986,0.6028
BCMA_l59_int_1541,0.8004000000000001
BCMA_l59_nonint_0145,0.8873999999999999
BCMA_l59_int_0292,0.972
BCMA_l59_nonint_1727,0.7562
BCMA_l59_nonint_1493,0.5886
BCMA_l59_nonint_0907,0.7827999999999999
BCMA_l59_nonint_0785,0.9146
BCMA_l59_nonint_0538,0.6308
BCMA_l59_nonint_0149,0.5276
BCMA_l59_nonint_1265,0.7474000000000001
BCMA_l59_nonint_0885,0.7710000000000001
BCMA_l59_nonint_1656,0.8140000000000001
BCMA_l59_nonint_1142,0.575
BCMA_l59_int_0334,0.7323999999999999
BCMA_l59_nonint_1238,0.7564
BCMA_l59_int_1143,0.6754
BCMA_l59_nonint_0282,0.6093999999999999
BCMA_l59_nonint_1806,0.8795999999999999
BCMA_l59_nonint_0004,0.7932
BCMA_l59_nonint_1972,0.7953999999999999
BCMA_l59_nonint_1538,0.8084
BCMA_l59_nonint_1659,0.914
BCMA_l59_nonint_0605,0.8917999999999999
