Original_ID,Allele,Strong Binder,Weak Binder,None,binder_type,is_top_freq_allele
CD22_m971,HLA-B5401,1,1,229,scFV,False
CD22_m971,HLA-B5701,4,5,222,scFV,False
CD22_m971,HLA-B5801,4,10,217,scFV,False
CD22_m971,HLA-B0803,2,11,218,scFV,False
CD22_m971,HLA-B7301,4,10,217,scFV,False
CD22_m971,HLA-B4801,0,9,222,scFV,False
CD22_m971,HLA-B8301,3,12,216,scFV,False
CD22_m971,HLA-C0401,1,11,219,scFV,False
CD22_m971,HLA-C0501,2,10,219,scFV,False
CD22_m971,HLA-C0602,3,7,221,scFV,False
CD22_m971,HLA-C0701,3,15,213,scFV,True
CD22_m971,HLA-C0702,3,13,215,scFV,False
CD22_m971,HLA-C0802,0,11,220,scFV,False
CD22_m971,HLA-C1203,3,17,211,scFV,False
CD22_m971,HLA-C0303,3,11,217,scFV,False
CD22_m971,HLA-B4601,0,9,222,scFV,False
CD22_m971,HLA-B5802,2,3,226,scFV,False
CD22_m971,HLA-B4403,0,4,227,scFV,False
CD22_m971,HLA-B4501,0,4,227,scFV,False
CD22_m971,HLA-B1502,7,13,211,scFV,False
CD22_m971,HLA-B1503,6,19,206,scFV,False
CD22_m971,HLA-B1509,1,11,219,scFV,False
CD22_m971,HLA-B1517,8,13,210,scFV,False
CD22_m971,HLA-B1801,2,1,228,scFV,False
CD22_m971,HLA-B2705,0,2,229,scFV,False
CD22_m971,HLA-B2720,1,13,217,scFV,False
CD22_m971,HLA-B1501,2,7,222,scFV,False
CD22_m971,HLA-B3503,1,4,226,scFV,False
CD22_m971,HLA-B3801,0,6,225,scFV,False
CD22_m971,HLA-B3901,4,7,220,scFV,False
CD22_m971,HLA-B4001,0,2,229,scFV,False
CD22_m971,HLA-B4002,0,0,231,scFV,False
CD22_m971,HLA-B4013,0,11,220,scFV,False
CD22_m971,HLA-B4201,3,7,221,scFV,False
CD22_m971,HLA-B4402,0,3,228,scFV,False
CD22_m971,HLA-B3501,4,9,218,scFV,False
CD22_l61_int_wildtype,HLA-A2902,1,1,51,de novo,False
CD22_l61_int_wildtype,HLA-A3001,1,3,49,de novo,False
CD22_l61_int_wildtype,HLA-A3002,1,2,50,de novo,False
CD22_l61_int_wildtype,HLA-A3101,0,3,50,de novo,False
CD22_l61_int_wildtype,HLA-A3201,1,1,51,de novo,False
CD22_l61_int_wildtype,HLA-A3207,3,2,48,de novo,False
CD22_l61_int_wildtype,HLA-A3215,0,5,48,de novo,False
CD22_l61_int_wildtype,HLA-A6823,2,2,49,de novo,False
CD22_l61_int_wildtype,HLA-A6601,2,2,49,de novo,False
CD22_l61_int_wildtype,HLA-A6801,1,1,51,de novo,False
CD22_l61_int_wildtype,HLA-A6802,1,1,51,de novo,False
CD22_l61_int_wildtype,HLA-A6901,0,3,50,de novo,False
CD22_l61_int_wildtype,HLA-A8001,1,3,49,de novo,False
CD22_l61_int_wildtype,HLA-B0702,0,0,53,de novo,True
CD22_l61_int_wildtype,HLA-B0801,0,0,53,de novo,False
CD22_l61_int_wildtype,HLA-A3301,1,2,50,de novo,False
CD22_l61_int_wildtype,HLA-A2603,0,3,50,de novo,False
CD22_l61_int_wildtype,HLA-A0202,0,1,52,de novo,False
CD22_l61_int_wildtype,HLA-A2601,0,2,51,de novo,False
CD22_l61_int_wildtype,HLA-B0802,1,8,44,de novo,False
CD22_l61_int_wildtype,HLA-A0203,0,1,52,de novo,False
CD22_l61_int_wildtype,HLA-A0205,0,1,52,de novo,False
CD22_l61_int_wildtype,HLA-A0206,0,0,53,de novo,False
CD22_l61_int_wildtype,HLA-A0207,0,1,52,de novo,False
CD22_l61_int_wildtype,HLA-A0211,1,1,51,de novo,False
CD22_l61_int_wildtype,HLA-A0212,1,1,51,de novo,False
CD22_l61_int_wildtype,HLA-A0216,1,2,50,de novo,False
CD22_l61_int_wildtype,HLA-A0217,0,1,52,de novo,False
CD22_l61_int_wildtype,HLA-A0219,1,1,51,de novo,False
CD22_l61_int_wildtype,HLA-A0250,1,1,51,de novo,False
CD22_l61_int_wildtype,HLA-A0301,0,2,51,de novo,True
CD22_l61_int_wildtype,HLA-A1101,0,6,47,de novo,False
CD22_l61_int_wildtype,HLA-A2301,0,2,51,de novo,False
CD22_l61_int_wildtype,HLA-A2402,0,1,52,de novo,False
CD22_l61_int_wildtype,HLA-A2403,0,2,51,de novo,False
CD22_l61_int_wildtype,HLA-A2501,2,2,49,de novo,False
CD22_l61_int_wildtype,HLA-A2602,1,4,48,de novo,False
CD22_l61_int_wildtype,HLA-B0803,2,7,44,de novo,False
CD22_l61_int_wildtype,HLA-B4501,1,3,49,de novo,False
CD22_l61_int_wildtype,HLA-B1501,0,0,53,de novo,False
CD22_l61_int_wildtype,HLA-B5401,0,0,53,de novo,False
CD22_l61_int_wildtype,HLA-B5701,0,1,52,de novo,False
CD22_l61_int_wildtype,HLA-B5801,0,0,53,de novo,False
CD22_l61_int_wildtype,HLA-B5802,0,1,52,de novo,False
CD22_l61_int_wildtype,HLA-B7301,1,0,52,de novo,False
CD22_l61_int_wildtype,HLA-B8301,0,3,50,de novo,False
CD22_l61_int_wildtype,HLA-C0303,0,4,49,de novo,False
CD22_l61_int_wildtype,HLA-B5301,0,0,53,de novo,False
CD22_l61_int_wildtype,HLA-C0401,0,8,45,de novo,False
CD22_l61_int_wildtype,HLA-C0602,1,2,50,de novo,False
CD22_l61_int_wildtype,HLA-C0701,1,3,49,de novo,True
CD22_l61_int_wildtype,HLA-C0702,2,2,49,de novo,False
CD22_l61_int_wildtype,HLA-C0802,0,3,50,de novo,False
CD22_l61_int_wildtype,HLA-C1203,0,3,50,de novo,False
CD22_l61_int_wildtype,HLA-C1402,2,5,46,de novo,False
CD22_l61_int_wildtype,HLA-A0201,0,1,52,de novo,True
CD22_l61_int_wildtype,HLA-C0501,0,3,50,de novo,False
CD22_l61_int_wildtype,HLA-B5101,0,0,53,de novo,False
CD22_l61_int_wildtype,HLA-B4801,1,3,49,de novo,False
CD22_l61_int_wildtype,HLA-B4601,0,0,53,de novo,False
CD22_l61_int_wildtype,HLA-B1502,1,3,49,de novo,False
CD22_l61_int_wildtype,HLA-B1503,1,5,47,de novo,False
CD22_l61_int_wildtype,HLA-B1509,0,4,49,de novo,False
CD22_l61_int_wildtype,HLA-B1517,0,3,50,de novo,False
CD22_l61_int_wildtype,HLA-B1801,1,4,48,de novo,False
CD22_l61_int_wildtype,HLA-B2705,0,1,52,de novo,False
CD22_l61_int_wildtype,HLA-B2720,2,1,50,de novo,False
CD22_l61_int_wildtype,HLA-B3501,0,1,52,de novo,False
CD22_l61_int_wildtype,HLA-B3503,0,0,53,de novo,False
CD22_l61_int_wildtype,HLA-B3801,0,1,52,de novo,False
CD22_l61_int_wildtype,HLA-B3901,0,2,51,de novo,False
CD22_l61_int_wildtype,HLA-B4001,2,0,51,de novo,False
CD22_l61_int_wildtype,HLA-B4002,1,3,49,de novo,False
CD22_l61_int_wildtype,HLA-B4013,2,1,50,de novo,False
CD22_l61_int_wildtype,HLA-B4201,0,0,53,de novo,False
CD22_l61_int_wildtype,HLA-B4402,1,3,49,de novo,False
CD22_l61_int_wildtype,HLA-B4403,2,2,49,de novo,False
CD22_l61_int_wildtype,HLA-B1402,0,2,51,de novo,False
CD22_l61_int_wildtype,HLA-A0101,0,3,50,de novo,True
CD22_l61_int_wildtype,HLA-C1502,0,6,47,de novo,False
CD22_l61_nonint_0714,HLA-A0101,0,0,53,de novo,True
CD22_l61_nonint_0714,HLA-B4402,1,2,50,de novo,False
CD22_l61_nonint_0714,HLA-B4201,0,0,53,de novo,False
CD22_l61_nonint_0714,HLA-B4013,1,6,46,de novo,False
CD22_l61_nonint_0714,HLA-B4002,1,1,51,de novo,False
CD22_l61_nonint_0714,HLA-B4001,2,1,50,de novo,False
CD22_l61_nonint_0714,HLA-B3901,1,4,48,de novo,False
CD22_l61_nonint_0714,HLA-B3801,1,0,52,de novo,False
CD22_l61_nonint_0714,HLA-B4403,2,2,49,de novo,False
CD22_l61_nonint_0714,HLA-B3503,1,1,51,de novo,False
CD22_l61_nonint_0714,HLA-B2720,2,2,49,de novo,False
CD22_l61_nonint_0714,HLA-B2705,0,2,51,de novo,False
CD22_l61_nonint_0714,HLA-B1801,1,3,49,de novo,False
CD22_l61_nonint_0714,HLA-B1517,0,7,46,de novo,False
CD22_l61_nonint_0714,HLA-B1509,0,5,48,de novo,False
CD22_l61_nonint_0714,HLA-B1503,3,4,46,de novo,False
CD22_l61_nonint_0714,HLA-B1502,1,3,49,de novo,False
CD22_l61_nonint_0714,HLA-B3501,0,1,52,de novo,False
CD22_l61_nonint_0714,HLA-B4601,0,1,52,de novo,False
CD22_l61_nonint_0714,HLA-B4801,1,3,49,de novo,False
CD22_l61_nonint_0714,HLA-B5101,0,1,52,de novo,False
CD22_l61_nonint_0714,HLA-C1502,1,4,48,de novo,False
CD22_l61_nonint_0714,HLA-C1402,3,7,43,de novo,False
CD22_l61_nonint_0714,HLA-C1203,0,5,48,de novo,False
CD22_l61_nonint_0714,HLA-C0802,0,4,49,de novo,False
CD22_l61_nonint_0714,HLA-C0702,2,2,49,de novo,False
CD22_l61_nonint_0714,HLA-C0701,1,4,48,de novo,True
CD22_l61_nonint_0714,HLA-C0602,1,3,49,de novo,False
CD22_l61_nonint_0714,HLA-C0501,0,4,49,de novo,False
CD22_l61_nonint_0714,HLA-C0401,2,4,47,de novo,False
CD22_l61_nonint_0714,HLA-C0303,0,6,47,de novo,False
CD22_l61_nonint_0714,HLA-B8301,0,4,49,de novo,False
CD22_l61_nonint_0714,HLA-B7301,1,1,51,de novo,False
CD22_l61_nonint_0714,HLA-B5802,0,0,53,de novo,False
CD22_l61_nonint_0714,HLA-B5801,0,2,51,de novo,False
CD22_l61_nonint_0714,HLA-B5701,0,1,52,de novo,False
CD22_l61_nonint_0714,HLA-B5401,0,0,53,de novo,False
CD22_l61_nonint_0714,HLA-B5301,0,1,52,de novo,False
CD22_l61_nonint_0714,HLA-B1501,1,1,51,de novo,False
CD22_l61_nonint_0714,HLA-B1402,0,2,51,de novo,False
CD22_l61_nonint_0714,HLA-B4501,0,2,51,de novo,False
CD22_l61_nonint_0714,HLA-B0802,1,8,44,de novo,False
CD22_l61_nonint_0714,HLA-A2403,2,5,46,de novo,False
CD22_l61_nonint_0714,HLA-A2402,1,2,50,de novo,False
CD22_l61_nonint_0714,HLA-A2301,0,3,50,de novo,False
CD22_l61_nonint_0714,HLA-A1101,0,2,51,de novo,False
CD22_l61_nonint_0714,HLA-A0301,0,0,53,de novo,True
CD22_l61_nonint_0714,HLA-A0250,1,3,49,de novo,False
CD22_l61_nonint_0714,HLA-A0217,0,1,52,de novo,False
CD22_l61_nonint_0714,HLA-A0216,2,2,49,de novo,False
CD22_l61_nonint_0714,HLA-A0212,1,1,51,de novo,False
CD22_l61_nonint_0714,HLA-A0211,0,2,51,de novo,False
CD22_l61_nonint_0714,HLA-A0207,1,0,52,de novo,False
CD22_l61_nonint_0714,HLA-A0206,0,0,53,de novo,False
CD22_l61_nonint_0714,HLA-A0205,0,1,52,de novo,False
CD22_l61_nonint_0714,HLA-A0203,0,0,53,de novo,False
CD22_l61_nonint_0714,HLA-A0202,0,2,51,de novo,False
CD22_l61_nonint_0714,HLA-B0803,3,7,43,de novo,False
CD22_l61_nonint_0714,HLA-A0201,0,1,52,de novo,True
CD22_l61_nonint_0714,HLA-A2501,2,0,51,de novo,False
CD22_l61_nonint_0714,HLA-A2601,0,3,50,de novo,False
CD22_l61_nonint_0714,HLA-A0219,1,1,51,de novo,False
CD22_l61_nonint_0714,HLA-B0702,0,0,53,de novo,True
CD22_l61_nonint_0714,HLA-B0801,0,1,52,de novo,False
CD22_l61_nonint_0714,HLA-A2602,0,4,49,de novo,False
CD22_l61_nonint_0714,HLA-A8001,1,3,49,de novo,False
CD22_l61_nonint_0714,HLA-A6901,0,2,51,de novo,False
CD22_l61_nonint_0714,HLA-A6823,3,2,48,de novo,False
CD22_l61_nonint_0714,HLA-A6802,0,1,52,de novo,False
CD22_l61_nonint_0714,HLA-A6601,2,4,47,de novo,False
CD22_l61_nonint_0714,HLA-A3301,1,0,52,de novo,False
CD22_l61_nonint_0714,HLA-A6801,1,0,52,de novo,False
CD22_l61_nonint_0714,HLA-A3207,4,3,46,de novo,False
CD22_l61_nonint_0714,HLA-A3201,1,1,51,de novo,False
CD22_l61_nonint_0714,HLA-A3101,1,0,52,de novo,False
CD22_l61_nonint_0714,HLA-A3002,1,4,48,de novo,False
CD22_l61_nonint_0714,HLA-A3001,0,4,49,de novo,False
CD22_l61_nonint_0714,HLA-A2902,2,1,50,de novo,False
CD22_l61_nonint_0714,HLA-A2603,0,3,50,de novo,False
CD22_l61_nonint_0714,HLA-A3215,0,4,49,de novo,False
CD22_l61_nonint_0779,HLA-B4013,2,1,50,de novo,False
CD22_l61_nonint_0779,HLA-B3501,0,0,53,de novo,False
CD22_l61_nonint_0779,HLA-B4002,2,2,49,de novo,False
CD22_l61_nonint_0779,HLA-B4001,3,0,50,de novo,False
CD22_l61_nonint_0779,HLA-B3901,0,3,50,de novo,False
CD22_l61_nonint_0779,HLA-B3801,0,1,52,de novo,False
CD22_l61_nonint_0779,HLA-B3503,0,1,52,de novo,False
CD22_l61_nonint_0779,HLA-B2720,2,2,49,de novo,False
CD22_l61_nonint_0779,HLA-B1402,0,2,51,de novo,False
CD22_l61_nonint_0779,HLA-B1801,2,2,49,de novo,False
CD22_l61_nonint_0779,HLA-B1517,0,4,49,de novo,False
CD22_l61_nonint_0779,HLA-B1509,1,4,48,de novo,False
CD22_l61_nonint_0779,HLA-B1503,1,5,47,de novo,False
CD22_l61_nonint_0779,HLA-B1502,1,3,49,de novo,False
CD22_l61_nonint_0779,HLA-B1501,0,1,52,de novo,False
CD22_l61_nonint_0779,HLA-B4201,0,0,53,de novo,False
CD22_l61_nonint_0779,HLA-B2705,0,1,52,de novo,False
CD22_l61_nonint_0779,HLA-B4402,1,3,49,de novo,False
CD22_l61_nonint_0779,HLA-C0802,0,4,49,de novo,False
CD22_l61_nonint_0779,HLA-B4501,0,2,51,de novo,False
CD22_l61_nonint_0779,HLA-B0803,2,5,46,de novo,False
CD22_l61_nonint_0779,HLA-C0702,2,3,48,de novo,False
CD22_l61_nonint_0779,HLA-C0701,1,2,50,de novo,True
CD22_l61_nonint_0779,HLA-C0602,1,3,49,de novo,False
CD22_l61_nonint_0779,HLA-C0501,0,4,49,de novo,False
CD22_l61_nonint_0779,HLA-C0401,2,5,46,de novo,False
CD22_l61_nonint_0779,HLA-C0303,1,2,50,de novo,False
CD22_l61_nonint_0779,HLA-B8301,0,2,51,de novo,False
CD22_l61_nonint_0779,HLA-B7301,1,2,50,de novo,False
CD22_l61_nonint_0779,HLA-B5802,0,0,53,de novo,False
CD22_l61_nonint_0779,HLA-B5801,0,0,53,de novo,False
CD22_l61_nonint_0779,HLA-B5701,0,1,52,de novo,False
CD22_l61_nonint_0779,HLA-B5401,0,0,53,de novo,False
CD22_l61_nonint_0779,HLA-B5301,0,0,53,de novo,False
CD22_l61_nonint_0779,HLA-B5101,0,0,53,de novo,False
CD22_l61_nonint_0779,HLA-B4801,1,3,49,de novo,False
CD22_l61_nonint_0779,HLA-B4601,0,1,52,de novo,False
CD22_l61_nonint_0779,HLA-B4403,2,2,49,de novo,False
CD22_l61_nonint_0779,HLA-B0802,1,8,44,de novo,False
CD22_l61_nonint_0779,HLA-C1502,0,5,48,de novo,False
CD22_l61_nonint_0779,HLA-B0702,0,0,53,de novo,True
CD22_l61_nonint_0779,HLA-A1101,0,3,50,de novo,False
CD22_l61_nonint_0779,HLA-A0301,0,2,51,de novo,True
CD22_l61_nonint_0779,HLA-A0250,1,0,52,de novo,False
CD22_l61_nonint_0779,HLA-A0219,1,0,52,de novo,False
CD22_l61_nonint_0779,HLA-A0217,0,1,52,de novo,False
CD22_l61_nonint_0779,HLA-A0216,1,1,51,de novo,False
CD22_l61_nonint_0779,HLA-A0212,1,2,50,de novo,False
CD22_l61_nonint_0779,HLA-A2301,0,2,51,de novo,False
CD22_l61_nonint_0779,HLA-A0211,1,1,51,de novo,False
CD22_l61_nonint_0779,HLA-A0206,0,1,52,de novo,False
CD22_l61_nonint_0779,HLA-A0205,0,1,52,de novo,False
CD22_l61_nonint_0779,HLA-A0203,0,1,52,de novo,False
CD22_l61_nonint_0779,HLA-A0202,0,0,53,de novo,False
CD22_l61_nonint_0779,HLA-A0201,0,1,52,de novo,True
CD22_l61_nonint_0779,HLA-A0101,0,1,52,de novo,True
CD22_l61_nonint_0779,HLA-C1203,0,3,50,de novo,False
CD22_l61_nonint_0779,HLA-A0207,0,1,52,de novo,False
CD22_l61_nonint_0779,HLA-A2402,0,2,51,de novo,False
CD22_l61_nonint_0779,HLA-A2403,0,2,51,de novo,False
CD22_l61_nonint_0779,HLA-A2501,0,3,50,de novo,False
CD22_l61_nonint_0779,HLA-A8001,1,3,49,de novo,False
CD22_l61_nonint_0779,HLA-A6901,0,2,51,de novo,False
CD22_l61_nonint_0779,HLA-A6823,2,3,48,de novo,False
CD22_l61_nonint_0779,HLA-A6802,1,0,52,de novo,False
CD22_l61_nonint_0779,HLA-A6801,0,0,53,de novo,False
CD22_l61_nonint_0779,HLA-A6601,1,5,47,de novo,False
CD22_l61_nonint_0779,HLA-A3301,0,2,51,de novo,False
CD22_l61_nonint_0779,HLA-A3215,0,3,50,de novo,False
CD22_l61_nonint_0779,HLA-A3207,2,2,49,de novo,False
CD22_l61_nonint_0779,HLA-A3201,1,3,49,de novo,False
CD22_l61_nonint_0779,HLA-A3101,0,2,51,de novo,False
CD22_l61_nonint_0779,HLA-A3002,1,2,50,de novo,False
CD22_l61_nonint_0779,HLA-A3001,0,3,50,de novo,False
CD22_l61_nonint_0779,HLA-A2902,1,1,51,de novo,False
CD22_l61_nonint_0779,HLA-A2603,0,3,50,de novo,False
CD22_l61_nonint_0779,HLA-A2602,0,3,50,de novo,False
CD22_l61_nonint_0779,HLA-A2601,0,1,52,de novo,False
CD22_l61_nonint_0779,HLA-B0801,0,1,52,de novo,False
CD22_l61_nonint_0779,HLA-C1402,3,3,47,de novo,False
CD22_l61_nonint_4434,HLA-A0101,0,1,52,de novo,True
CD22_l61_nonint_4434,HLA-C1502,0,3,50,de novo,False
CD22_l61_nonint_4434,HLA-A2902,1,1,51,de novo,False
CD22_l61_nonint_4434,HLA-A3001,0,4,49,de novo,False
CD22_l61_nonint_4434,HLA-A3002,1,2,50,de novo,False
CD22_l61_nonint_4434,HLA-A3101,0,2,51,de novo,False
CD22_l61_nonint_4434,HLA-A3201,1,3,49,de novo,False
CD22_l61_nonint_4434,HLA-A3207,2,2,49,de novo,False
CD22_l61_nonint_4434,HLA-A3215,0,3,50,de novo,False
CD22_l61_nonint_4434,HLA-A2602,1,2,50,de novo,False
CD22_l61_nonint_4434,HLA-A3301,1,0,52,de novo,False
CD22_l61_nonint_4434,HLA-A6801,0,3,50,de novo,False
CD22_l61_nonint_4434,HLA-A6802,1,1,51,de novo,False
CD22_l61_nonint_4434,HLA-A6823,2,1,50,de novo,False
CD22_l61_nonint_4434,HLA-A6901,0,2,51,de novo,False
CD22_l61_nonint_4434,HLA-A8001,2,2,49,de novo,False
CD22_l61_nonint_4434,HLA-B0702,0,0,53,de novo,True
CD22_l61_nonint_4434,HLA-B0801,0,0,53,de novo,False
CD22_l61_nonint_4434,HLA-A6601,2,2,49,de novo,False
CD22_l61_nonint_4434,HLA-B0802,2,6,45,de novo,False
CD22_l61_nonint_4434,HLA-A2601,0,2,51,de novo,False
CD22_l61_nonint_4434,HLA-A2403,0,2,51,de novo,False
CD22_l61_nonint_4434,HLA-A0201,0,1,52,de novo,True
CD22_l61_nonint_4434,HLA-A0202,0,1,52,de novo,False
CD22_l61_nonint_4434,HLA-A0203,0,0,53,de novo,False
CD22_l61_nonint_4434,HLA-A0205,0,1,52,de novo,False
CD22_l61_nonint_4434,HLA-A0206,0,0,53,de novo,False
CD22_l61_nonint_4434,HLA-A0207,0,1,52,de novo,False
CD22_l61_nonint_4434,HLA-A0211,1,0,52,de novo,False
CD22_l61_nonint_4434,HLA-A2501,0,2,51,de novo,False
CD22_l61_nonint_4434,HLA-A0212,1,0,52,de novo,False
CD22_l61_nonint_4434,HLA-A0217,1,0,52,de novo,False
CD22_l61_nonint_4434,HLA-A0219,1,0,52,de novo,False
CD22_l61_nonint_4434,HLA-A0250,1,0,52,de novo,False
CD22_l61_nonint_4434,HLA-A0301,0,1,52,de novo,True
CD22_l61_nonint_4434,HLA-A1101,0,4,49,de novo,False
CD22_l61_nonint_4434,HLA-A2301,0,2,51,de novo,False
CD22_l61_nonint_4434,HLA-A2402,0,3,50,de novo,False
CD22_l61_nonint_4434,HLA-A0216,1,0,52,de novo,False
CD22_l61_nonint_4434,HLA-B0803,1,7,45,de novo,False
CD22_l61_nonint_4434,HLA-A2603,0,3,50,de novo,False
CD22_l61_nonint_4434,HLA-B1501,0,0,53,de novo,False
CD22_l61_nonint_4434,HLA-B5101,0,0,53,de novo,False
CD22_l61_nonint_4434,HLA-B5301,0,0,53,de novo,False
CD22_l61_nonint_4434,HLA-B5401,0,0,53,de novo,False
CD22_l61_nonint_4434,HLA-B5701,0,1,52,de novo,False
CD22_l61_nonint_4434,HLA-B5801,0,1,52,de novo,False
CD22_l61_nonint_4434,HLA-B5802,0,1,52,de novo,False
CD22_l61_nonint_4434,HLA-B7301,1,1,51,de novo,False
CD22_l61_nonint_4434,HLA-B8301,0,3,50,de novo,False
CD22_l61_nonint_4434,HLA-C0303,0,2,51,de novo,False
CD22_l61_nonint_4434,HLA-C0401,1,4,48,de novo,False
CD22_l61_nonint_4434,HLA-C0501,0,1,52,de novo,False
CD22_l61_nonint_4434,HLA-C0602,1,2,50,de novo,False
CD22_l61_nonint_4434,HLA-C0701,1,4,48,de novo,True
CD22_l61_nonint_4434,HLA-C0702,2,1,50,de novo,False
CD22_l61_nonint_4434,HLA-C0802,0,2,51,de novo,False
CD22_l61_nonint_4434,HLA-C1203,0,2,51,de novo,False
CD22_l61_nonint_4434,HLA-B1402,0,2,51,de novo,False
CD22_l61_nonint_4434,HLA-B4801,1,2,50,de novo,False
CD22_l61_nonint_4434,HLA-B4601,0,1,52,de novo,False
CD22_l61_nonint_4434,HLA-C1402,2,3,48,de novo,False
CD22_l61_nonint_4434,HLA-B2705,0,1,52,de novo,False
CD22_l61_nonint_4434,HLA-B1502,0,3,50,de novo,False
CD22_l61_nonint_4434,HLA-B1503,1,3,49,de novo,False
CD22_l61_nonint_4434,HLA-B1509,0,5,48,de novo,False
CD22_l61_nonint_4434,HLA-B1517,0,3,50,de novo,False
CD22_l61_nonint_4434,HLA-B1801,1,4,48,de novo,False
CD22_l61_nonint_4434,HLA-B4501,0,2,51,de novo,False
CD22_l61_nonint_4434,HLA-B2720,1,2,50,de novo,False
CD22_l61_nonint_4434,HLA-B3503,0,1,52,de novo,False
CD22_l61_nonint_4434,HLA-B3501,0,0,53,de novo,False
CD22_l61_nonint_4434,HLA-B3901,1,0,52,de novo,False
CD22_l61_nonint_4434,HLA-B4001,2,1,50,de novo,False
CD22_l61_nonint_4434,HLA-B4002,1,3,49,de novo,False
CD22_l61_nonint_4434,HLA-B4013,0,5,48,de novo,False
CD22_l61_nonint_4434,HLA-B4201,0,0,53,de novo,False
CD22_l61_nonint_4434,HLA-B4402,2,2,49,de novo,False
CD22_l61_nonint_4434,HLA-B4403,2,2,49,de novo,False
CD22_l61_nonint_4434,HLA-B3801,1,0,52,de novo,False
CD22_l61_int_2538,HLA-B4001,0,1,52,de novo,False
CD22_l61_int_2538,HLA-B3901,1,1,51,de novo,False
CD22_l61_int_2538,HLA-B4002,0,2,51,de novo,False
CD22_l61_int_2538,HLA-B1501,0,1,52,de novo,False
CD22_l61_int_2538,HLA-B4201,0,0,53,de novo,False
CD22_l61_int_2538,HLA-B4402,0,1,52,de novo,False
CD22_l61_int_2538,HLA-B4013,2,1,50,de novo,False
CD22_l61_int_2538,HLA-B3801,0,2,51,de novo,False
CD22_l61_int_2538,HLA-B1502,1,1,51,de novo,False
CD22_l61_int_2538,HLA-B3501,0,0,53,de novo,False
CD22_l61_int_2538,HLA-B2720,2,0,51,de novo,False
CD22_l61_int_2538,HLA-B2705,0,0,53,de novo,False
CD22_l61_int_2538,HLA-B1801,0,1,52,de novo,False
CD22_l61_int_2538,HLA-B1517,0,1,52,de novo,False
CD22_l61_int_2538,HLA-B1509,2,0,51,de novo,False
CD22_l61_int_2538,HLA-B1503,1,3,49,de novo,False
CD22_l61_int_2538,HLA-B4403,0,1,52,de novo,False
CD22_l61_int_2538,HLA-B3503,0,1,52,de novo,False
CD22_l61_int_2538,HLA-B4501,1,1,51,de novo,False
CD22_l61_int_2538,HLA-B7301,0,0,53,de novo,False
CD22_l61_int_2538,HLA-B4801,1,2,50,de novo,False
CD22_l61_int_2538,HLA-C1402,0,6,47,de novo,False
CD22_l61_int_2538,HLA-C1203,0,1,52,de novo,False
CD22_l61_int_2538,HLA-C0802,1,1,51,de novo,False
CD22_l61_int_2538,HLA-C0702,0,2,51,de novo,False
CD22_l61_int_2538,HLA-C0701,1,1,51,de novo,True
CD22_l61_int_2538,HLA-C0602,0,1,52,de novo,False
