Original_ID,Allele,Strong Binder,Weak Binder,None,binder_type
CD19_l115_nonint_0547,HLA-A6901,1,9,97,de novo
CD19_l115_nonint_0547,HLA-A8001,0,4,103,de novo
CD19_l115_nonint_0547,HLA-B0702,1,0,106,de novo
CD19_l115_nonint_0547,HLA-B0801,0,1,106,de novo
CD19_l115_nonint_0547,HLA-B0802,1,6,100,de novo
CD19_l115_nonint_0547,HLA-B0803,1,5,101,de novo
CD19_l115_nonint_0547,HLA-B1402,0,3,104,de novo
CD19_l115_nonint_0547,HLA-B1501,0,0,107,de novo
CD19_l115_nonint_0547,HLA-B1502,0,3,104,de novo
CD19_l115_nonint_0547,HLA-B1503,0,1,106,de novo
CD19_l115_nonint_0547,HLA-B1509,2,4,101,de novo
CD19_l115_nonint_0547,HLA-B1517,2,4,101,de novo
CD19_l115_nonint_0547,HLA-B1801,0,0,107,de novo
CD19_l115_nonint_0547,HLA-B2705,0,0,107,de novo
CD19_l115_nonint_0547,HLA-B2720,0,2,105,de novo
CD19_l115_nonint_0547,HLA-B3501,0,2,105,de novo
CD19_l115_nonint_0547,HLA-B3503,0,3,104,de novo
CD19_l115_nonint_0547,HLA-B3801,2,2,103,de novo
CD19_l115_nonint_0547,HLA-B3901,2,3,102,de novo
CD19_l115_nonint_0547,HLA-B4001,0,5,102,de novo
CD19_l115_nonint_0547,HLA-B4002,1,1,105,de novo
CD19_l115_nonint_0547,HLA-B4013,0,2,105,de novo
CD19_l115_nonint_0547,HLA-B4201,1,1,105,de novo
CD19_l115_nonint_0547,HLA-B4402,0,2,105,de novo
CD19_l115_nonint_0547,HLA-B4403,0,2,105,de novo
CD19_l115_nonint_0547,HLA-B4501,0,2,105,de novo
CD19_l115_nonint_0547,HLA-B4601,0,1,106,de novo
CD19_l115_nonint_0547,HLA-B4801,0,2,105,de novo
CD19_l115_nonint_0547,HLA-B5101,0,2,105,de novo
CD19_l115_nonint_0547,HLA-B5301,1,2,104,de novo
CD19_l115_nonint_0547,HLA-B5401,0,3,104,de novo
CD19_l115_nonint_0547,HLA-B5701,1,2,104,de novo
CD19_l115_nonint_0547,HLA-B5801,1,3,103,de novo
CD19_l115_nonint_0547,HLA-B5802,1,0,106,de novo
CD19_l115_nonint_0547,HLA-B7301,0,3,104,de novo
CD19_l115_nonint_0547,HLA-B8301,0,3,104,de novo
CD19_l115_nonint_0547,HLA-C0303,0,4,103,de novo
CD19_l115_nonint_0547,HLA-C0401,1,2,104,de novo
CD19_l115_nonint_0547,HLA-C0501,1,6,100,de novo
CD19_l115_nonint_0547,HLA-C0602,3,3,101,de novo
CD19_l115_nonint_0547,HLA-C0701,2,2,103,de novo
CD19_l115_nonint_0547,HLA-C0702,1,4,102,de novo
CD19_l115_nonint_0547,HLA-C0802,3,2,102,de novo
CD19_l115_nonint_0547,HLA-C1203,0,6,101,de novo
CD19_l115_nonint_0547,HLA-C1402,3,2,102,de novo
CD19_l115_nonint_0547,HLA-C1502,2,2,103,de novo
CD19_l115_int_0203,HLA-A0101,1,2,104,de novo
CD19_l115_int_0203,HLA-A0201,1,4,102,de novo
CD19_l115_int_0203,HLA-A0202,2,3,102,de novo
CD19_l115_int_0203,HLA-A0203,1,3,103,de novo
CD19_l115_int_0203,HLA-A0205,1,2,104,de novo
CD19_l115_int_0203,HLA-A0206,1,3,103,de novo
CD19_l115_int_0203,HLA-A0207,1,4,102,de novo
CD19_l115_int_0203,HLA-A0211,3,1,103,de novo
CD19_l115_int_0203,HLA-A0212,3,3,101,de novo
CD19_l115_int_0203,HLA-A0216,3,4,100,de novo
CD19_l115_int_0203,HLA-A0217,1,2,104,de novo
CD19_l115_int_0203,HLA-A0219,1,6,100,de novo
CD19_l115_int_0203,HLA-A0250,2,5,100,de novo
CD19_l115_int_0203,HLA-A0301,0,3,104,de novo
CD19_l115_int_0203,HLA-A1101,2,1,104,de novo
CD19_l115_int_0203,HLA-A2301,1,0,106,de novo
CD19_l115_int_0203,HLA-A2402,0,2,105,de novo
CD19_l115_int_0203,HLA-A2403,1,2,104,de novo
CD19_l115_int_0203,HLA-A2501,1,4,102,de novo
CD19_l115_int_0203,HLA-A2601,1,3,103,de novo
CD19_l115_int_0203,HLA-A2602,1,4,102,de novo
CD19_l115_int_0203,HLA-A2603,1,3,103,de novo
CD19_l115_int_0203,HLA-A2902,0,1,106,de novo
CD19_l115_int_0203,HLA-A3001,1,2,104,de novo
CD19_l115_int_0203,HLA-A3002,0,1,106,de novo
CD19_l115_int_0203,HLA-A3101,0,1,106,de novo
CD19_l115_int_0203,HLA-A3201,0,4,103,de novo
CD19_l115_int_0203,HLA-A3207,1,3,103,de novo
CD19_l115_int_0203,HLA-A3215,0,1,106,de novo
CD19_l115_int_0203,HLA-A3301,0,0,107,de novo
CD19_l115_int_0203,HLA-A6601,0,2,105,de novo
CD19_l115_int_0203,HLA-A6801,0,1,106,de novo
CD19_l115_int_0203,HLA-A6802,0,3,104,de novo
CD19_l115_int_0203,HLA-A6823,2,1,104,de novo
CD19_l115_int_0203,HLA-A6901,2,3,102,de novo
CD19_l115_int_0203,HLA-A8001,0,3,104,de novo
CD19_l115_int_0203,HLA-B0702,0,1,106,de novo
CD19_l115_int_0203,HLA-B0801,0,4,103,de novo
CD19_l115_int_0203,HLA-B0802,1,7,99,de novo
CD19_l115_int_0203,HLA-B0803,2,5,100,de novo
CD19_l115_int_0203,HLA-B1402,2,0,105,de novo
CD19_l115_int_0203,HLA-B1501,0,0,107,de novo
CD19_l115_int_0203,HLA-B1502,0,1,106,de novo
CD19_l115_int_0203,HLA-B1503,1,2,104,de novo
CD19_l115_int_0203,HLA-B1509,0,8,99,de novo
CD19_l115_int_0203,HLA-B1517,0,3,104,de novo
CD19_l115_int_0203,HLA-B1801,0,1,106,de novo
CD19_l115_int_0203,HLA-B2705,0,0,107,de novo
CD19_l115_int_0203,HLA-B2720,1,2,104,de novo
CD19_l115_int_0203,HLA-B3501,0,2,105,de novo
CD19_l115_int_0203,HLA-B3503,0,1,106,de novo
CD19_l115_int_0203,HLA-B3801,0,2,105,de novo
CD19_l115_int_0203,HLA-B3901,2,0,105,de novo
CD19_l115_int_0203,HLA-B4001,1,2,104,de novo
CD19_l115_int_0203,HLA-B4002,0,4,103,de novo
CD19_l115_int_0203,HLA-B4013,1,2,104,de novo
CD19_l115_int_0203,HLA-B4201,0,1,106,de novo
CD19_l115_int_0203,HLA-B4402,1,1,105,de novo
CD19_l115_int_0203,HLA-B4403,0,3,104,de novo
CD19_l115_int_0203,HLA-B4501,1,2,104,de novo
CD19_l115_int_0203,HLA-B4601,0,2,105,de novo
CD19_l115_int_0203,HLA-B4801,0,6,101,de novo
CD19_l115_int_0203,HLA-B5101,0,1,106,de novo
CD19_l115_int_0203,HLA-B5301,0,2,105,de novo
CD19_l115_int_0203,HLA-B5401,0,0,107,de novo
CD19_l115_int_0203,HLA-B5701,0,0,107,de novo
CD19_l115_int_0203,HLA-B5801,0,1,106,de novo
CD19_l115_int_0203,HLA-B5802,0,1,106,de novo
CD19_l115_int_0203,HLA-B7301,0,1,106,de novo
CD19_l115_int_0203,HLA-B8301,0,1,106,de novo
CD19_l115_int_0203,HLA-C0303,1,3,103,de novo
CD19_l115_int_0203,HLA-C0401,1,3,103,de novo
CD19_l115_int_0203,HLA-C0501,2,3,102,de novo
CD19_l115_int_0203,HLA-C0602,1,4,102,de novo
CD19_l115_int_0203,HLA-C0701,1,3,103,de novo
CD19_l115_int_0203,HLA-C0702,0,3,104,de novo
CD19_l115_int_0203,HLA-C0802,3,4,100,de novo
CD19_l115_int_0203,HLA-C1203,1,3,103,de novo
CD19_l115_int_0203,HLA-C1402,1,1,105,de novo
CD19_l115_int_0203,HLA-C1502,0,4,103,de novo
CD19_l115_int_0362,HLA-A0101,1,2,104,de novo
CD19_l115_int_0362,HLA-A0201,1,4,102,de novo
CD19_l115_int_0362,HLA-A0202,1,3,103,de novo
CD19_l115_int_0362,HLA-A0203,1,2,104,de novo
CD19_l115_int_0362,HLA-A0205,1,1,105,de novo
CD19_l115_int_0362,HLA-A0206,0,3,104,de novo
CD19_l115_int_0362,HLA-A0207,0,4,103,de novo
CD19_l115_int_0362,HLA-A0211,3,3,101,de novo
CD19_l115_int_0362,HLA-A0212,5,2,100,de novo
CD19_l115_int_0362,HLA-A0216,5,1,101,de novo
CD19_l115_int_0362,HLA-A0217,1,2,104,de novo
CD19_l115_int_0362,HLA-A0219,2,4,101,de novo
CD19_l115_int_0362,HLA-A0250,2,3,102,de novo
CD19_l115_int_0362,HLA-A0301,1,3,103,de novo
CD19_l115_int_0362,HLA-A1101,3,0,104,de novo
CD19_l115_int_0362,HLA-A2301,0,0,107,de novo
CD19_l115_int_0362,HLA-A2402,0,0,107,de novo
CD19_l115_int_0362,HLA-A2403,0,3,104,de novo
CD19_l115_int_0362,HLA-A2501,0,7,100,de novo
CD19_l115_int_0362,HLA-A2601,0,3,104,de novo
CD19_l115_int_0362,HLA-A2602,0,4,103,de novo
CD19_l115_int_0362,HLA-A2603,0,3,104,de novo
CD19_l115_int_0362,HLA-A2902,1,1,105,de novo
CD19_l115_int_0362,HLA-A3001,0,1,106,de novo
CD19_l115_int_0362,HLA-A3002,0,0,107,de novo
CD19_l115_int_0362,HLA-A3101,0,0,107,de novo
CD19_l115_int_0362,HLA-A3201,0,2,105,de novo
CD19_l115_int_0362,HLA-A3207,0,3,104,de novo
CD19_l115_int_0362,HLA-A3215,0,1,106,de novo
CD19_l115_int_0362,HLA-A3301,0,0,107,de novo
CD19_l115_int_0362,HLA-A6601,0,2,105,de novo
CD19_l115_int_0362,HLA-A6801,0,1,106,de novo
CD19_l115_int_0362,HLA-A6802,0,1,106,de novo
CD19_l115_int_0362,HLA-A6823,0,3,104,de novo
CD19_l115_int_0362,HLA-A6901,0,5,102,de novo
CD19_l115_int_0362,HLA-A8001,1,3,103,de novo
CD19_l115_int_0362,HLA-B0702,0,1,106,de novo
CD19_l115_int_0362,HLA-B0801,0,4,103,de novo
CD19_l115_int_0362,HLA-B0802,2,8,97,de novo
CD19_l115_int_0362,HLA-B0803,2,5,100,de novo
CD19_l115_int_0362,HLA-B1402,2,0,105,de novo
CD19_l115_int_0362,HLA-B1501,0,0,107,de novo
CD19_l115_int_0362,HLA-B1502,1,1,105,de novo
CD19_l115_int_0362,HLA-B1503,0,2,105,de novo
CD19_l115_int_0362,HLA-B1509,0,7,100,de novo
CD19_l115_int_0362,HLA-B1517,1,2,104,de novo
CD19_l115_int_0362,HLA-B1801,0,2,105,de novo
CD19_l115_int_0362,HLA-B2705,0,0,107,de novo
CD19_l115_int_0362,HLA-B2720,0,1,106,de novo
CD19_l115_int_0362,HLA-B3501,0,2,105,de novo
CD19_l115_int_0362,HLA-B3503,0,2,105,de novo
CD19_l115_int_0362,HLA-B3801,0,3,104,de novo
CD19_l115_int_0362,HLA-B3901,1,1,105,de novo
CD19_l115_int_0362,HLA-B4001,1,2,104,de novo
CD19_l115_int_0362,HLA-B4002,0,5,102,de novo
CD19_l115_int_0362,HLA-B4013,0,1,106,de novo
CD19_l115_int_0362,HLA-B4201,0,0,107,de novo
CD19_l115_int_0362,HLA-B4402,0,2,105,de novo
CD19_l115_int_0362,HLA-B4403,0,3,104,de novo
CD19_l115_int_0362,HLA-B4501,1,2,104,de novo
CD19_l115_int_0362,HLA-B4601,0,2,105,de novo
CD19_l115_int_0362,HLA-B4801,0,4,103,de novo
CD19_l115_int_0362,HLA-B5101,1,0,106,de novo
CD19_l115_int_0362,HLA-B5301,0,1,106,de novo
CD19_l115_int_0362,HLA-B5401,0,0,107,de novo
CD19_l115_int_0362,HLA-B5701,0,1,106,de novo
CD19_l115_int_0362,HLA-B5801,0,1,106,de novo
CD19_l115_int_0362,HLA-B5802,0,1,106,de novo
CD19_l115_int_0362,HLA-B7301,0,0,107,de novo
CD19_l115_int_0362,HLA-B8301,0,1,106,de novo
CD19_l115_int_0362,HLA-C0303,1,2,104,de novo
CD19_l115_int_0362,HLA-C0401,1,3,103,de novo
CD19_l115_int_0362,HLA-C0501,1,3,103,de novo
CD19_l115_int_0362,HLA-C0602,0,5,102,de novo
CD19_l115_int_0362,HLA-C0701,0,4,103,de novo
CD19_l115_int_0362,HLA-C0702,0,3,104,de novo
CD19_l115_int_0362,HLA-C0802,2,4,101,de novo
CD19_l115_int_0362,HLA-C1203,1,5,101,de novo
CD19_l115_int_0362,HLA-C1402,1,1,105,de novo
CD19_l115_int_0362,HLA-C1502,0,2,105,de novo
CD19_l115_int_wildtype,HLA-A0101,1,1,105,de novo
CD19_l115_int_wildtype,HLA-A0201,1,2,104,de novo
CD19_l115_int_wildtype,HLA-A0202,2,0,105,de novo
CD19_l115_int_wildtype,HLA-A0203,2,0,105,de novo
CD19_l115_int_wildtype,HLA-A0205,1,1,105,de novo
CD19_l115_int_wildtype,HLA-A0206,0,5,102,de novo
CD19_l115_int_wildtype,HLA-A0207,0,3,104,de novo
CD19_l115_int_wildtype,HLA-A0211,2,4,101,de novo
CD19_l115_int_wildtype,HLA-A0212,3,3,101,de novo
CD19_l115_int_wildtype,HLA-A0216,3,3,101,de novo
CD19_l115_int_wildtype,HLA-A0217,1,0,106,de novo
CD19_l115_int_wildtype,HLA-A0219,1,3,103,de novo
CD19_l115_int_wildtype,HLA-A0250,4,3,100,de novo
CD19_l115_int_wildtype,HLA-A0301,2,3,102,de novo
CD19_l115_int_wildtype,HLA-A1101,3,3,101,de novo
CD19_l115_int_wildtype,HLA-A2301,0,1,106,de novo
CD19_l115_int_wildtype,HLA-A2402,0,1,106,de novo
CD19_l115_int_wildtype,HLA-A2403,0,3,104,de novo
CD19_l115_int_wildtype,HLA-A2501,0,7,100,de novo
CD19_l115_int_wildtype,HLA-A2601,0,2,105,de novo
CD19_l115_int_wildtype,HLA-A2602,0,4,103,de novo
CD19_l115_int_wildtype,HLA-A2603,1,4,102,de novo
CD19_l115_int_wildtype,HLA-A2902,0,0,107,de novo
CD19_l115_int_wildtype,HLA-A3001,1,4,102,de novo
CD19_l115_int_wildtype,HLA-A3002,0,1,106,de novo
CD19_l115_int_wildtype,HLA-A3101,0,2,105,de novo
CD19_l115_int_wildtype,HLA-A3201,0,2,105,de novo
CD19_l115_int_wildtype,HLA-A3207,0,2,105,de novo
CD19_l115_int_wildtype,HLA-A3215,0,2,105,de novo
CD19_l115_int_wildtype,HLA-A3301,0,0,107,de novo
CD19_l115_int_wildtype,HLA-A6601,0,3,104,de novo
CD19_l115_int_wildtype,HLA-A6801,0,3,104,de novo
CD19_l115_int_wildtype,HLA-A6802,0,2,105,de novo
CD19_l115_int_wildtype,HLA-A6823,0,5,102,de novo
CD19_l115_int_wildtype,HLA-A6901,1,4,102,de novo
CD19_l115_int_wildtype,HLA-A8001,0,6,101,de novo
CD19_l115_int_wildtype,HLA-B0702,1,0,106,de novo
CD19_l115_int_wildtype,HLA-B0801,1,4,102,de novo
CD19_l115_int_wildtype,HLA-B0802,1,10,96,de novo
CD19_l115_int_wildtype,HLA-B0803,2,5,100,de novo
CD19_l115_int_wildtype,HLA-B1402,2,3,102,de novo
CD19_l115_int_wildtype,HLA-B1501,0,0,107,de novo
CD19_l115_int_wildtype,HLA-B1502,0,1,106,de novo
CD19_l115_int_wildtype,HLA-B1503,0,0,107,de novo
CD19_l115_int_wildtype,HLA-B1509,1,7,99,de novo
CD19_l115_int_wildtype,HLA-B1517,1,3,103,de novo
CD19_l115_int_wildtype,HLA-B1801,0,1,106,de novo
CD19_l115_int_wildtype,HLA-B2705,0,0,107,de novo
CD19_l115_int_wildtype,HLA-B2720,0,2,105,de novo
CD19_l115_int_wildtype,HLA-B3501,0,1,106,de novo
CD19_l115_int_wildtype,HLA-B3503,0,2,105,de novo
CD19_l115_int_wildtype,HLA-B3801,0,3,104,de novo
CD19_l115_int_wildtype,HLA-B3901,2,3,102,de novo
CD19_l115_int_wildtype,HLA-B4001,0,1,106,de novo
CD19_l115_int_wildtype,HLA-B4002,0,3,104,de novo
CD19_l115_int_wildtype,HLA-B4013,0,2,105,de novo
CD19_l115_int_wildtype,HLA-B4201,0,1,106,de novo
CD19_l115_int_wildtype,HLA-B4402,0,1,106,de novo
CD19_l115_int_wildtype,HLA-B4403,0,2,105,de novo
CD19_l115_int_wildtype,HLA-B4501,1,1,105,de novo
CD19_l115_int_wildtype,HLA-B4601,0,1,106,de novo
CD19_l115_int_wildtype,HLA-B4801,0,4,103,de novo
CD19_l115_int_wildtype,HLA-B5101,0,2,105,de novo
CD19_l115_int_wildtype,HLA-B5301,0,1,106,de novo
CD19_l115_int_wildtype,HLA-B5401,0,2,105,de novo
CD19_l115_int_wildtype,HLA-B5701,0,1,106,de novo
CD19_l115_int_wildtype,HLA-B5801,0,2,105,de novo
CD19_l115_int_wildtype,HLA-B5802,0,0,107,de novo
CD19_l115_int_wildtype,HLA-B7301,0,1,106,de novo
CD19_l115_int_wildtype,HLA-B8301,0,1,106,de novo
CD19_l115_int_wildtype,HLA-C0303,1,2,104,de novo
CD19_l115_int_wildtype,HLA-C0401,1,2,104,de novo
CD19_l115_int_wildtype,HLA-C0501,1,5,101,de novo
CD19_l115_int_wildtype,HLA-C0602,1,4,102,de novo
CD19_l115_int_wildtype,HLA-C0701,1,3,103,de novo
CD19_l115_int_wildtype,HLA-C0702,0,2,105,de novo
CD19_l115_int_wildtype,HLA-C0802,4,2,101,de novo
CD19_l115_int_wildtype,HLA-C1203,1,6,100,de novo
CD19_l115_int_wildtype,HLA-C1402,1,3,103,de novo
CD19_l115_int_wildtype,HLA-C1502,1,2,104,de novo
CD19_l115_nonint_1810,HLA-A0101,1,5,101,de novo
CD19_l115_nonint_1810,HLA-A0201,1,4,102,de novo
CD19_l115_nonint_1810,HLA-A0202,2,4,101,de novo
CD19_l115_nonint_1810,HLA-A0203,2,2,103,de novo
CD19_l115_nonint_1810,HLA-A0205,0,3,104,de novo
CD19_l115_nonint_1810,HLA-A0206,1,4,102,de novo
CD19_l115_nonint_1810,HLA-A0207,2,0,105,de novo
CD19_l115_nonint_1810,HLA-A0211,1,10,96,de novo
CD19_l115_nonint_1810,HLA-A0212,2,7,98,de novo
CD19_l115_nonint_1810,HLA-A0216,2,9,96,de novo
CD19_l115_nonint_1810,HLA-A0217,2,2,103,de novo
CD19_l115_nonint_1810,HLA-A0219,0,7,100,de novo
CD19_l115_nonint_1810,HLA-A0250,2,8,97,de novo
CD19_l115_nonint_1810,HLA-A0301,1,1,105,de novo
CD19_l115_nonint_1810,HLA-A1101,2,0,105,de novo
CD19_l115_nonint_1810,HLA-A2301,0,1,106,de novo
CD19_l115_nonint_1810,HLA-A2402,0,1,106,de novo
CD19_l115_nonint_1810,HLA-A2403,0,5,102,de novo
CD19_l115_nonint_1810,HLA-A2501,1,11,95,de novo
CD19_l115_nonint_1810,HLA-A2601,1,3,103,de novo
CD19_l115_nonint_1810,HLA-A2602,1,8,98,de novo
CD19_l115_nonint_1810,HLA-A2603,1,5,101,de novo
CD19_l115_nonint_1810,HLA-A2902,1,1,105,de novo
CD19_l115_nonint_1810,HLA-A3001,1,1,105,de novo
CD19_l115_nonint_1810,HLA-A3002,1,0,106,de novo
CD19_l115_nonint_1810,HLA-A3101,0,2,105,de novo
CD19_l115_nonint_1810,HLA-A3201,1,3,103,de novo
CD19_l115_nonint_1810,HLA-A3207,1,7,99,de novo
CD19_l115_nonint_1810,HLA-A3215,0,4,103,de novo
CD19_l115_nonint_1810,HLA-A3301,0,1,106,de novo
CD19_l115_nonint_1810,HLA-A6601,2,6,99,de novo
CD19_l115_nonint_1810,HLA-A6801,0,1,106,de novo
CD19_l115_nonint_1810,HLA-A6802,0,3,104,de novo
CD19_l115_nonint_1810,HLA-A6823,0,7,100,de novo
CD19_l115_nonint_1810,HLA-A6901,0,5,102,de novo
CD19_l115_nonint_1810,HLA-A8001,1,5,101,de novo
CD19_l115_nonint_1810,HLA-B0702,1,0,106,de novo
CD19_l115_nonint_1810,HLA-B0801,0,2,105,de novo
CD19_l115_nonint_1810,HLA-B0802,2,3,102,de novo
CD19_l115_nonint_1810,HLA-B0803,3,6,98,de novo
CD19_l115_nonint_1810,HLA-B1402,0,5,102,de novo
CD19_l115_nonint_1810,HLA-B1501,1,1,105,de novo
CD19_l115_nonint_1810,HLA-B1502,1,1,105,de novo
CD19_l115_nonint_1810,HLA-B1503,1,4,102,de novo
CD19_l115_nonint_1810,HLA-B1509,2,6,99,de novo
CD19_l115_nonint_1810,HLA-B1517,1,7,99,de novo
CD19_l115_nonint_1810,HLA-B1801,0,2,105,de novo
CD19_l115_nonint_1810,HLA-B2705,0,0,107,de novo
CD19_l115_nonint_1810,HLA-B2720,0,2,105,de novo
CD19_l115_nonint_1810,HLA-B3501,0,2,105,de novo
CD19_l115_nonint_1810,HLA-B3503,0,1,106,de novo
CD19_l115_nonint_1810,HLA-B3801,0,2,105,de novo
CD19_l115_nonint_1810,HLA-B3901,0,4,103,de novo
CD19_l115_nonint_1810,HLA-B4001,0,3,104,de novo
CD19_l115_nonint_1810,HLA-B4002,1,2,104,de novo
CD19_l115_nonint_1810,HLA-B4013,1,1,105,de novo
CD19_l115_nonint_1810,HLA-B4201,0,1,106,de novo
CD19_l115_nonint_1810,HLA-B4402,0,2,105,de novo
CD19_l115_nonint_1810,HLA-B4403,0,3,104,de novo
CD19_l115_nonint_1810,HLA-B4501,0,2,105,de novo
CD19_l115_nonint_1810,HLA-B4601,2,2,103,de novo
CD19_l115_nonint_1810,HLA-B4801,0,1,106,de novo
CD19_l115_nonint_1810,HLA-B5101,0,2,105,de novo
CD19_l115_nonint_1810,HLA-B5301,1,0,106,de novo
CD19_l115_nonint_1810,HLA-B5401,0,3,104,de novo
CD19_l115_nonint_1810,HLA-B5701,1,2,104,de novo
CD19_l115_nonint_1810,HLA-B5801,0,4,103,de novo
CD19_l115_nonint_1810,HLA-B5802,1,2,104,de novo
CD19_l115_nonint_1810,HLA-B7301,0,2,105,de novo
CD19_l115_nonint_1810,HLA-B8301,0,2,105,de novo
CD19_l115_nonint_1810,HLA-C0303,1,3,103,de novo
CD19_l115_nonint_1810,HLA-C0401,0,3,104,de novo
CD19_l115_nonint_1810,HLA-C0501,2,6,99,de novo
CD19_l115_nonint_1810,HLA-C0602,1,5,101,de novo
CD19_l115_nonint_1810,HLA-C0701,2,3,102,de novo
CD19_l115_nonint_1810,HLA-C0702,0,2,105,de novo
CD19_l115_nonint_1810,HLA-C0802,3,5,99,de novo
CD19_l115_nonint_1810,HLA-C1203,1,5,101,de novo
CD19_l115_nonint_1810,HLA-C1402,1,6,100,de novo
CD19_l115_nonint_1810,HLA-C1502,2,3,102,de novo
CD19_l115_nonint_1986,HLA-A0101,1,3,103,de novo
CD19_l115_nonint_1986,HLA-A0201,1,2,104,de novo
CD19_l115_nonint_1986,HLA-A0202,2,1,104,de novo
CD19_l115_nonint_1986,HLA-A0203,1,4,102,de novo
CD19_l115_nonint_1986,HLA-A0205,0,2,105,de novo
CD19_l115_nonint_1986,HLA-A0206,3,3,101,de novo
CD19_l115_nonint_1986,HLA-A0207,1,1,105,de novo
CD19_l115_nonint_1986,HLA-A0211,1,7,99,de novo
CD19_l115_nonint_1986,HLA-A0212,2,4,101,de novo
CD19_l115_nonint_1986,HLA-A0216,2,4,101,de novo
CD19_l115_nonint_1986,HLA-A0217,1,0,106,de novo
CD19_l115_nonint_1986,HLA-A0219,1,4,102,de novo
CD19_l115_nonint_1986,HLA-A0250,4,3,100,de novo
CD19_l115_nonint_1986,HLA-A0301,1,2,104,de novo
CD19_l115_nonint_1986,HLA-A1101,1,2,104,de novo
CD19_l115_nonint_1986,HLA-A2301,0,0,107,de novo
CD19_l115_nonint_1986,HLA-A2402,0,1,106,de novo
CD19_l115_nonint_1986,HLA-A2403,0,2,105,de novo
CD19_l115_nonint_1986,HLA-A2501,1,8,98,de novo
CD19_l115_nonint_1986,HLA-A2601,1,2,104,de novo
CD19_l115_nonint_1986,HLA-A2602,2,5,100,de novo
CD19_l115_nonint_1986,HLA-A2603,2,7,98,de novo
CD19_l115_nonint_1986,HLA-A2902,0,1,106,de novo
CD19_l115_nonint_1986,HLA-A3001,3,3,101,de novo
CD19_l115_nonint_1986,HLA-A3002,0,1,106,de novo
CD19_l115_nonint_1986,HLA-A3101,0,3,104,de novo
CD19_l115_nonint_1986,HLA-A3201,0,3,104,de novo
CD19_l115_nonint_1986,HLA-A3207,1,6,100,de novo
CD19_l115_nonint_1986,HLA-A3215,0,4,103,de novo
CD19_l115_nonint_1986,HLA-A3301,1,0,106,de novo
CD19_l115_nonint_1986,HLA-A6601,3,4,100,de novo
CD19_l115_nonint_1986,HLA-A6801,0,4,103,de novo
CD19_l115_nonint_1986,HLA-A6802,1,3,103,de novo
CD19_l115_nonint_1986,HLA-A6823,0,8,99,de novo
CD19_l115_nonint_1986,HLA-A6901,1,5,101,de novo
CD19_l115_nonint_1986,HLA-A8001,0,4,103,de novo
CD19_l115_nonint_1986,HLA-B0702,1,0,106,de novo
CD19_l115_nonint_1986,HLA-B0801,0,1,106,de novo
CD19_l115_nonint_1986,HLA-B0802,2,6,99,de novo
CD19_l115_nonint_1986,HLA-B0803,3,6,98,de novo
CD19_l115_nonint_1986,HLA-B1402,2,7,98,de novo
CD19_l115_nonint_1986,HLA-B1501,1,0,106,de novo
CD19_l115_nonint_1986,HLA-B1502,1,4,102,de novo
CD19_l115_nonint_1986,HLA-B1503,0,3,104,de novo
CD19_l115_nonint_1986,HLA-B1509,4,7,96,de novo
